"year","rank","name","position","age","nationality","club","league"
"2012",1,"Lionel Messi","Forward",25,"Argentina","Barcelona","Spain"
"2012",2,"Cristiano Ronaldo","Forward",27,"Portugal","Real Madrid","Spain"
"2012",3,"Xavi","Midfielder",32,"Spain","Barcelona","Spain"
"2012",4,"Andres Iniesta","Midfielder",28,"Spain","Barcelona","Spain"
"2012",5,"Zlatan Ibrahimovic","Forward",31,"Sweden","Paris Saint-Germain","France"
"2012",6,"Radamel Falcao","Forward",26,"Colombia","Atlético Madrid","Spain"
"2012",7,"Robin van Persie","Forward",29,"Netherlands","Manchester United","England"
"2012",8,"Andrea Pirlo","Midfielder",33,"Italy","Juventus","Italy"
"2012",9,"Yaya Toure","Midfielder",27,"Ivory Coast","Manchester City","England"
"2012",10,"Edinson Cavani","Forward",25,"Uruguay","Napoli","Italy"
"2012",11,"Sergio Aguero","Forward",24,"Argentina","Manchester City","England"
"2012",12,"Iker Casillas","Goalkeeper",31,"Spain","Real Madrid","Spain"
"2012",13,"Neymar","Forward",20,"Brazil","Santos","Brazil"
"2012",14,"Sergio Busquets","Defender/midfielder",24,"Spain","Barcelona","Spain"
"2012",15,"Xabi Alonso","Midfielder",31,"Spain","Real Madrid","Spain"
"2012",16,"Thiago Silva","Defender",28,"Brazil","Paris Saint-Germain","France"
"2012",17,"Mesut Ozil","Midfielder",24,"Germany","Real Madrid","Spain"
"2012",18,"David Silva","Midfielder/forward",26,"Spain","Manchester City","England"
"2012",19,"Bastian Schweinsteiger","Midfielder",28,"Germany","Bayern Munich","Germany"
"2012",20,"Gianluigi Buffon","Goalkeeper",34,"Italy","Juventus","Italy"
"2012",21,"Luis Suarez","Forward",25,"Uruguay","Liverpool","England"
"2012",22,"Sergio Ramos","Defender",26,"Spain","Real Madrid","Spain"
"2012",23,"Vincent Kompany","Defender",26,"Belgium","Manchester City","England"
"2012",24,"Gerard Pique","Defender",25,"Spain","Barcelona","Spain"
"2012",25,"Philipp Lahm","Defender",29,"Germany","Bayern Munich","Germany"
"2012",26,"Willian","Midfielder",24,"Brazil","Shakhtar Donetsk","Ukraine"
"2012",27,"Marco Reus","Forward",23,"Germany","Borussia Dortmund","Germany"
"2012",28,"Franck Ribery","Midfielder",29,"France","Bayern Munich","Germany"
"2012",29,"Manuel Neuer","Goalkeeper",26,"Germany","Bayern Munich","Germany"
"2012",30,"Ashley Cole","Defender",32,"England","Chelsea","England"
"2012",31,"Wayne Rooney","Forward",27,"England","Manchester United","England"
"2012",32,"Juan Mata","Midfielder",24,"Spain","Chelsea","England"
"2012",33,"Thomas Muller","Forward",23,"Germany","Bayern Munich","Germany"
"2012",34,"Mario Götze","Midfielder/forward",20,"Germany","Borussia Dortmund","Germany"
"2012",35,"Karim Benzema","Forward",24,"France","Real Madrid","Spain"
"2012",36,"Cesc Fabregas","Midfielder",25,"Spain","Barcelona","Spain"
"2012",37,"Oscar","Midfielder",21,"Brazil","Chelsea","England"
"2012",38,"Fernandinho","Midfielder",27,"Brazil","Shakhtar Donetsk","Ukraine"
"2012",39,"Javier Mascherano","Defender/midfielder",28,"Argentina","Barcelona","Spain"
"2012",40,"Gareth Bale","Defender",23,"Wales","Tottenham Hotspur","England"
"2012",41,"Javier Zanetti","Defender/midfielder",39,"Argentina","Internazionale","Italy"
"2012",42,"Daniele De Rossi","Midfielder",29,"Italy","Roma","Italy"
"2012",43,"Dani Alves","Defender",29,"Brazil","Barcelona","Spain"
"2012",44,"Petr Cech","Goalkeeper",30,"Czech Republic","Chelsea","England"
"2012",45,"Mats Hummels","Defender",24,"Germany","Borussia Dortmund","Germany"
"2012",46,"Carles Puyol","Defender",34,"Spain","Barcelona","Spain"
"2012",47,"Angel Di Maria","Midfielder",24,"Argentina","Real Madrid","Spain"
"2012",48,"Carlos Tevez","Forward",28,"Argentina","Manchester City","England"
"2012",49,"Didier Drogba","Forward",34,"Ivory Coast","Shanghai Shenhua","China"
"2012",50,"Giorgio Chiellini","Defender",28,"Italy","Juventus","Italy"
"2012",51,"Marcelo","Defender",24,"Brazil","Real Madrid","Spain"
"2012",52,"Stephan El Shaarawy","Forward",20,"Italy","Milan","Italy"
"2012",53,"Toni Kroos","Midfielder",22,"Germany","Bayern Munich","Germany"
"2012",54,"Samuel Eto’o","Forward",31,"Cameroon","Anzhi Makhachkala","Russia"
"2012",55,"Jordi Alba","Defender/midfielder",23,"Spain","Barcelona","Spain"
"2012",56,"Mario Gomez","Forward",27,"Germany","Bayern Munich","Germany"
"2012",57,"Arturo Vidal","Midfielder",25,"Chile","Juventus","Italy"
"2012",58,"Eden Hazard","Midfielder",21,"Belgium","Chelsea","England"
"2012",59,"James Rodriguez","Midfielder",21,"Colombia","Porto","Portugal"
"2012",60,"Marouane Fellaini","Midfielder",25,"Belgium","Everton","England"
"2012",61,"Ramires","Midfielder",25,"Brazil","Chelsea","England"
"2012",62,"David Villa","Forward",31,"Spain","Barcelona","Spain"
"2012",63,"Klaas Jan Huntelaar","Forward",29,"Netherlands","Schalke","Germany"
"2012",64,"Nemanja Vidic","Defender",31,"Serbia","Manchester United","England"
"2012",65,"Joe Hart","Goalkeeper",25,"England","Manchester City","England"
"2012",66,"Arjen Robben","Midfielder/forward",28,"Netherlands","Bayern Munich","Germany"
"2012",67,"Mario Balotelli","Forward",22,"Italy","Manchester City","England"
"2012",68,"Mathieu Valbuena","Midfielder",28,"France","Marseille","France"
"2012",69,"Pierre-Emerick Aubameyang","Forward",23,"Gabon","St Etienne","France"
"2012",70,"Robert Lewandowski","Forward",24,"Poland","Borussia Dortmund","Germany"
"2012",71,"Hernanes","Midfielder",27,"Brazil","Lazio","Italy"
"2012",72,"Pedro","Forward",25,"Spain","Barcelona","Spain"
"2012",73,"Santi Cazorla","Midfielder",28,"Spain","Arsenal","England"
"2012",74,"Christian Eriksen","Midfielder",20,"Denmark","Ajax","Netherlands"
"2012",75,"Ezequiel Lavezzi","Forward",27,"Argentina","Paris Saint-Germain","France"
"2012",76,"Joao Moutinho","Midfielder",26,"Portugal","Porto","Portugal"
"2012",77,"Mario Mandžukić","Forward",26,"Croatian","Bayern Munich","Germany"
"2012",78,"Patrice Evra","Defender",31,"France","Manchester United","England"
"2012",79,"David Luiz","Defender",25,"Brazil","Chelsea","England"
"2012",80,"Luka Modric","Midfielder",27,"Croatia","Real Madrid","Spain"
"2012",81,"Victor Wanyama","Defender/midfielder",21,"Kenya","Celtic","Scotland"
"2012",82,"Mapou Yanga-M'Biwa","Defender",23,"France","Montpelier","France"
"2012",83,"Hulk","Forward",26,"Brazil","Zenit St Petersburg","Russia"
"2012",84,"Darijo Srna","Midfielder",30,"Croatia","Shakhtar Donetsk","Ukraine"
"2012",85,"Emmanuel Mayuka","Forward",22,"Zambia","Southampton","England"
"2012",86,"John Terry","Defender",32,"England","Chelsea","England"
"2012",87,"Kwadwo Asamoah","Midfielder",24,"Ghana","Juventus","Italy"
"2012",88,"Leonardo Bonucci","Defender",25,"Italy","Juventus","Italy"
"2012",89,"Javier Pastore","Midfielder",23,"Argentina","Paris Saint-Germain","France"
"2012",90,"Henrikh Mkhitaryan","Midfielder/forward",23,"Armenia","Shakhtar Donetsk","Ukraine"
"2012",91,"Moussa Dembele","Midfielder",25,"Belgium","Tottenham Hotspur","England"
"2012",92,"Hatem Ben Arfa","Midfielder/forward",25,"France","Newcastle United","England"
"2012",93,"Samir Nasri","Midfielder",25,"France","Manchester City","England"
"2012",94,"Shinji Kagawa","Midfielder",23,"Japan","Manchester United","England"
"2012",95,"Wesley Sneijder","Midfielder",28,"Netherlands","Internazionale","Italy"
"2012",96,"Pepe","Defender",29,"Portugal","Real Madrid","Spain"
"2012",97,"Marek Hamsik","Midfielder",25,"Slovakia","Napoli","Italy"
"2012",98,"Javi Martinez","Defender/midfielder",24,"Spain","Bayern Munich","Germany"
"2012",99,"Diego Forlan","Forward",33,"Uruguay","Internazionale","Italy"
"2012",100,"Paulinho","Midfielder",24,"Brazil","Corinthians","Brazil"
"2013",1,"Lionel Messi","Forward",26,"Argentina","Barcelona","Spain"
"2013",2,"Cristiano Ronaldo","Forward",28,"Portugal","Real Madrid","Spain"
"2013",3,"Zlatan Ibrahimovic","Forward",32,"Sweden","Paris Saint-Germain","France"
"2013",4,"Franck Ribery","Midfielder",30,"France","Bayern Munich","Germany"
"2013",5,"Andres Iniesta","Midfielder",29,"Spain","Barcelona","Spain"
"2013",6,"Neymar","Forward",21,"Brazil","Barcelona","Spain"
"2013",7,"Gareth Bale","Midfielder",24,"Wales","Real Madrid","Spain"
"2013",8,"Xavi","Midfielder",33,"Spain","Barcelona","Spain"
"2013",9,"Luis Suarez","Forward",26,"Uruguay","Liverpool","England"
"2013",10,"Sergio Aguero","Forward",25,"Argentina","Manchester City","England"
"2013",11,"Robin van Persie","Forward",30,"Netherlands","Manchester United","England"
"2013",12,"Mesut Ozil","Midfielder",25,"Germany","Arsenal","England"
"2013",13,"Edinson Cavani","Forward",26,"Uruguay","Napoli","Italy"
"2013",14,"Arjen Robben","Midfielder/forward",29,"Netherlands","Bayern Munich","Germany"
"2013",15,"Philipp Lahm","Defender",30,"Germany","Bayern Munich","Germany"
"2013",16,"Radamel Falcao","Forward",27,"Colombia","Atlético Madrid","Spain"
"2013",17,"Thiago Silva","Defender",29,"Brazil","Paris Saint-Germain","France"
"2013",18,"Robert Lewandowski","Forward",25,"Poland","Borussia Dortmund","Germany"
"2013",19,"Yaya Toure","Midfielder",30,"Ivory Coast","Manchester City","England"
"2013",20,"Bastian Schweinsteiger","Midfielder",29,"Germany","Bayern Munich","Germany"
"2013",21,"Andrea Pirlo","Midfielder",34,"Italy","Juventus","Italy"
"2013",22,"Manuel Neuer","Goalkeeper",27,"Germany","Bayern Munich","Germany"
"2013",23,"Marco Reus","Midfielder/forward",24,"Germany","Borussia Dortmund","Germany"
"2013",24,"Gianluigi Buffon","Goalkeeper",35,"Italy","Juventus","Italy"
"2013",25,"Thomas Muller","Forward",24,"Germany","Bayern Munich","Germany"
"2013",26,"Arturo Vidal","Midfielder",26,"Chile","Juventus","Italy"
"2013",27,"Sergio Busquets","Midfielder",25,"Spain","Barcelona","Spain"
"2013",28,"Wayne Rooney","Forward",28,"England","Manchester United","England"
"2013",29,"Cesc Fabregas","Midfielder",26,"Spain","Barcelona","Spain"
"2013",30,"Juan Mata","Midfielder",25,"Spain","Chelsea","England"
"2013",31,"Francesco Totti","Forward",37,"Italy","Roma","Italy"
"2013",32,"David Silva","Midfielder",27,"Spain","Manchester City","England"
"2013",33,"Mario Balotelli","Forward",23,"Italy","Milan","Italy"
"2013",34,"Mario Götze","Midfielder/forward",21,"Germany","Borussia Dortmund","Germany"
"2013",35,"Diego da Silva Costa","Forward",25,"Brazil","Atlético Madrid","Spain"
"2013",36,"Oscar","Midfielder",22,"Brazil","Chelsea","England"
"2013",37,"Xabi Alonso","Midfielder",32,"Spain","Real Madrid","Spain"
"2013",38,"Daniele De Rossi","Midfielder",30,"Italy","Roma","Italy"
"2013",39,"Gerard Pique","Defender",26,"Spain","Barcelona","Spain"
"2013",40,"Toni Kroos","Midfielder",23,"Germany","Bayern Munich","Germany"
"2013",41,"Dani Alves","Defender",30,"Brazil","Barcelona","Spain"
"2013",42,"Vincent Kompany","Defender",27,"Belgium","Manchester City","England"
"2013",43,"David Alaba","Defender/Midfielder",21,"Austria","Bayern Munich","Germany"
"2013",44,"Ilkay Gündogan","Midfielder",23,"Germany","Borussia Dortmund","Germany"
"2013",45,"Sergio Ramos","Defender",27,"Spain","Real Madrid","Spain"
"2013",46,"Carlos Tevez","Forward",29,"Argentina","Juventus","Italy"
"2013",47,"Thibaut Courtois","Goalkeeper",21,"Belgium","Atlético Madrid","Spain"
"2013",48,"Mario Mandzukic","Forward",27,"Croatia","Bayern Munich","Germany"
"2013",49,"Aaron Ramsey","Midfielder",22,"Wales","Arsenal","England"
"2013",50,"David Luiz","Defender",26,"Brazil","Chelsea","England"
"2013",51,"Nemanja Vidic","Defender",32,"Serbia","Manchester United","England"
"2013",52,"Axel Witsel","Midfielder",24,"Belgium","Zenit St Petersburg","Russia"
"2013",53,"Dante","Defender",30,"Brazil","Bayern Munich","Germany"
"2013",54,"Giuseppe Rossi","Forward",26,"Italy","Fiorentina","Italy"
"2013",55,"Karim Benzema","Forward",26,"France","Real Madrid","Spain"
"2013",56,"Gonzalo Higuain","Striker",26,"Argentina","Napoli","Italy"
"2013",57,"Jan Vertonghen","Defender",26,"Belgium","Tottenham Hotspur","England"
"2013",58,"Marek Hamsik","Midfielder",26,"Slovakia","Napoli","Italy"
"2013",59,"Paulinho","Midfielder",25,"Brazil","Tottenham Hotspur","England"
"2013",60,"Marcelo","Defender",25,"Brazil","Real Madrid","Spain"
"2013",61,"Luka Modric","Midfielder",28,"Croatia","Real Madrid","Spain"
"2013",62,"Kevin Strootman","Midfielder",23,"Netherlands","Roma","Italy"
"2013",63,"Javier Mascherano","Defender/midfielder",29,"Argentina","Barcelona","Spain"
"2013",64,"Hugo Lloris","Goalkeeper",26,"France","Tottenham Hotspur","England"
"2013",65,"Petr Cech","Goalkeeper",31,"Czech Republic","Chelsea","England"
"2013",66,"Mats Hummels","Defender",25,"Germany","Borussia Dortmund","Germany"
"2013",67,"Santi Cazorla","Midfielder",29,"Spain","Arsenal","England"
"2013",68,"Keisuke Honda","Midfielder",27,"Japan","CSKA Moscow","Russia"
"2013",69,"Víctor Valdés","Goalkeeper",31,"Spain","Barcelona","Spain"
"2013",70,"Arda Turan","Midfielder/Forward",26,"Turkey","Atlético Madrid","Spain"
"2013",71,"Federico Marchetti","Goalkeeper",30,"Italy","Lazio","Italy"
"2013",72,"Angel Di Maria","Midfielder",25,"Argentina","Real Madrid","Spain"
"2013",73,"Álvaro Negredo","Forward",28,"Spain","Manchester City","England"
"2013",74,"Laurent Koscielny","Defender",28,"France","Arsenal","England"
"2013",75,"Toby Alderweireld","Defender",24,"Belgium","Atlético Madrid","Spain"
"2013",76,"Marco Verratti","Midfielder",21,"Italy","Paris Saint-Germain","France"
"2013",77,"Pablo Zabaleta","Defender",28,"Argentina","Manchester City","England"
"2013",78,"Dario Conca","Midfielder",30,"Argentina","Guangzhou Evergrande","China"
"2013",79,"Pierre-Emerick Aubameyang","Forward",24,"Gabon","Borussia Dortmund","Germany"
"2013",80,"Michu","Forward",27,"Spain","Swansea City","England"
"2013",81,"Miralem Pjanic","Midfielder",23,"Bosnia-Herzegovina","Roma","Italy"
"2013",82,"Samir Handanovic","Goalkeeper",29,"Slovenia","Internazionale","Italy"
"2013",83,"Samuel Eto’o","Forward",32,"Cameroon","Chelsea","England"
"2013",84,"Juan Zuniga","Defender",28,"Colombia","Napoli","Italy"
"2013",85,"Lukasz Piszczek","Defender",28,"Poland","Borussia Dortmund","Germany"
"2013",86,"Marquinhos","Defender",19,"Brazil","Paris Saint-Germain","France"
"2013",87,"Mehdi Benatia","Defender",26,"Morocco","Roma","Italy"
"2013",88,"Frank Lampard","Midfielder",35,"England","Chelsea","England"
"2013",89,"Shinji Kagawa","Midfielder",24,"Japan","Manchester United","England"
"2013",90,"Koke","Midfielder",21,"Spain","Atlético Madrid","Spain"
"2013",91,"Yohan Cabaye","Midfielder",27,"France","Newcastle United","England"
"2013",92,"Lucas Moura","Midfielder",21,"Brazil","Paris Saint-Germain","France"
"2013",93,"Blaise Matuidi","Midfielder",26,"France","Paris Saint-Germain","France"
"2013",94,"Isco","Midfielder",21,"Spain","Real Madrid","Spain"
"2013",95,"Alexis Sánchez","Forward",25,"Chile","Barcelona","Spain"
"2013",96,"Asmir Begovic","Goalkeeper",26,"Bosnia-Herzegovina","Stoke City","England"
"2013",97,"Emmanuel Emenike","Forward",26,"Nigeria","Fenerbahce","Turkey"
"2013",98,"Branislav Ivanovic","Defender",29,"Serbia","Chelsea","England"
"2013",99,"Javi Martinez","Defender/midfielder",25,"Spain","Bayern Munich","Germany"
"2013",100,"Eden Hazard","Midfielder",22,"Belgium","Chelsea","England"
"2014",1,"Cristiano Ronaldo","Forward",29,"Portugal","Real Madrid","Spain"
"2014",2,"Lionel Messi","Forward",27,"Argentina","Barcelona","Spain"
"2014",3,"Manuel Neuer","Goalkeeper",28,"Germany","Bayern Munich","Germany"
"2014",4,"Arjen Robben","Forward",30,"Holland","Bayern Munich","Germany"
"2014",5,"Thomas Müller","Forward",25,"Germany","Bayern Munich","Germany"
"2014",6,"Luis Suárez","Forward",27,"Uruguay","Barcelona","Spain"
"2014",7,"Neymar","Forward",22,"Brazil","Barcelona","Spain"
"2014",8,"Gareth Bale","Midfielder",25,"Wales","Real Madrid","Spain"
"2014",9,"Philipp Lahm","Defender",31,"Germany","Bayern Munich","Germany"
"2014",10,"Sergio Agüero","Forward",26,"Argentina","Manchester City","England"
"2014",11,"Toni Kroos","Midfielder",24,"Germany","Real Madrid","Spain"
"2014",12,"Diego Costa","Forward",26,"Brazil","Chelsea","England"
"2014",13,"Zlatan Ibrahimovic","Forward",33,"Sweden","Paris Saint-Germain","France"
"2014",14,"Ángel Di María","Midfielder",26,"Argentina","Manchester United","England"
"2014",15,"James Rodríguez","Forward",23,"Colombia","Real Madrid","Spain"
"2014",16,"Eden Hazard","Midfielder",23,"Belgium","Chelsea","England"
"2014",17,"Thibaut Courtois","Goalkeeper",22,"Belgium","Chelsea","England"
"2014",18,"Yaya Touré","Midfielder",31,"Ivory Coast","Manchester City","England"
"2014",19,"Karim Benzema","Forward",27,"France","Real Madrid","Spain"
"2014",20,"Paul Pogba","Midfielder",21,"France","Juventus","Italy"
"2014",21,"Xabi Alonso","Midfielder",33,"Spain","Bayern Munich","Germany"
"2014",22,"Alexis Sánchez","Forward",26,"Chile","Arsenal","England"
"2014",23,"Luka Modric","Midfielder",29,"Croatia","Real Madrid","Spain"
"2014",24,"Mario Götze","Midfielder",22,"Germany","Bayern Munich","Germany"
"2014",25,"Bastian Schweinsteiger","Midfielder",30,"Germany","Bayern Munich","Germany"
"2014",26,"Franck Ribéry","Forward",31,"France","Bayern Munich","Germany"
"2014",27,"Javier Mascherano","Midfielder",30,"Argentina","Barcelona","Spain"
"2014",28,"Andrés Iniesta","Midfielder",30,"Spain","Barcelona","Spain"
"2014",29,"Andrea Pirlo","Midfielder",35,"Italy","Juventus","Italy"
"2014",30,"Robert Lewandowski","Forward",26,"Poland","Bayern Munich","Germany"
"2014",31,"Thiago Silva","Defender",30,"Brazil","Paris Saint-Germain","France"
"2014",32,"Sergio Ramos","Defender",28,"Spain","Real Madrid","Spain"
"2014",33,"Arturo Vidal","Midfielder",27,"Chile","Juventus","Italy"
"2014",34,"Diego Godín","Defender",28,"Uruguay","Atlético Madrid","Spain"
"2014",35,"David Silva","Midfielder",28,"Spain","Manchester City","England"
"2014",36,"Cesc Fàbregas","Midfielder",27,"Spain","Chelsea","England"
"2014",37,"Vincent Kompany","Defender",28,"Belgium","Manchester City","England"
"2014",38,"Arda Turan","Midfielder",27,"Turkey","Atlético Madrid","Spain"
"2014",39,"Mats Hummels","Defender",26,"Germany","Borussia Dortmund","Germany"
"2014",40,"Marco Reus","Forward",25,"Germany","Borussia Dortmund","Germany"
"2014",41,"Carlos Tevez","Forward",30,"Argentina","Juventus","Italy"
"2014",42,"Koke","Midfielder",22,"Spain","Atlético Madrid","Spain"
"2014",43,"Wayne Rooney","Forward",29,"England","Manchester United","England"
"2014",44,"David Alaba","Defender",22,"Austria","Bayern Munich","Germany"
"2014",45,"Robin van Persie","Forward",31,"Holland","Manchester United","England"
"2014",46,"Oscar","Midfielder",23,"Brazil","Chelsea","England"
"2014",47,"Edinson Cavani","Forward",27,"Uruguay","Paris Saint-Germain","France"
"2014",48,"Nemanja Matic","Midfielder",26,"Serbia","Chelsea","England"
"2014",49,"Ivan Rakitić","Midfielder",26,"Croatia","Barcelona","Spain"
"2014",50,"Xavi","Midfielder",34,"Spain","Barcelona","Spain"
"2014",51,"Daniel Sturridge","Forward",25,"England","Liverpool","England"
"2014",52,"Raheem Sterling","Midfielder",20,"England","Liverpool","England"
"2014",53,"Branislav Ivanovic","Defender",30,"Serbia","Chelsea","England"
"2014",54,"Mesut Özil","Midfielder",26,"Germany","Arsenal","England"
"2014",55,"David de Gea","Goalkeeper",24,"Spain","Manchester United","England"
"2014",56,"Juan Cuadrado","Midfielder",26,"Colombia","Fiorentina","Italy"
"2014",57,"Jérôme Boateng","Defender",26,"Germany","Bayern Munich","Germany"
"2014",58,"Miralem Pjanic","Midfielder",24,"Bosnia-Herzegovina","Roma","Italy"
"2014",59,"Pablo Zabaleta","Defender",29,"Argentina","Manchester City","England"
"2014",60,"Sergio Busquets","Midfielder",26,"Spain","Barcelona","Spain"
"2014",61,"Yacine Brahimi","Midfielder",24,"Algeria","Porto","Portugal"
"2014",62,"Blaise Matuidi","Midfielder",27,"France","Paris Saint-Germain","France"
"2014",63,"Radamel Falcao","Forward",28,"Colombia","Manchester United","England"
"2014",64,"Marco Verratti","Midfielder",22,"Italy","Paris Saint-Germain","France"
"2014",65,"Vincent Enyeama","Goalkeeper",32,"Nigeria","Lille","France"
"2014",66,"Edin Dzeko","Forward",28,"Bosnia-Herzegovina","Manchester City","England"
"2014",67,"Wilfried Bony","Forward",25,"Ivory Coast","Swansea City","England"
"2014",68,"Gonzalo Higuaín","Striker",27,"Argentina","Napoli","Italy"
"2014",69,"John Terry","Defender",33,"England","Chelsea","England"
"2014",70,"Miroslav Klose","Forward",36,"Germany","Lazio","Italy"
"2014",71,"Mario Mandzukic","Forward",28,"Croatia","Atlético Madrid","Spain"
"2014",72,"Gianluigi Buffon","Goalkeeper",36,"Italy","Juventus","Italy"
"2014",73,"Jackson Martínez","Forward",28,"Colombia","Porto","Portugal"
"2014",74,"Antoine Griezmann","MIdfielder",23,"France","Atlético Madrid","Spain"
"2014",75,"Aaron Ramsey","Midfielder",23,"Wales","Arsenal","England"
"2014",76,"Hugo Lloris","Goalkeeper",27,"France","Tottenham Hotspur","England"
"2014",77,"Ezequiel Garay","Defender",28,"Argentina","Zenit St Petersburg","Russia"
"2014",78,"Luiz Adriano","Forward",27,"Brazil","Shakhtar Donetsk","Ukraine"
"2014",79,"Francesco Totti","Forward",38,"Italy","Roma","Italy"
"2014",80,"Steven Gerrard","Midfielder",34,"England","Liverpool","England"
"2014",81,"Dani Alves","Defender",31,"Brazil","Barcelona","Spain"
"2014",82,"Gervinho","Forward",27,"Ivory Coast","Roma","Italy"
"2014",83,"Mehdi Benatia","Defender",27,"Morocco","Bayern Munich","Germany"
"2014",84,"Isco","Midfielder",22,"Spain","Real Madrid","Spain"
"2014",85,"Henrikh Mkhitaryan","Midfielder/forward",24,"Armenia","Borussia Dortmund","Germany"
"2014",86,"José Callejón","Forward",27,"Spain","Napoli","Italy"
"2014",87,"Miranda","Defender",30,"Brazil","Atlético Madrid","Spain"
"2014",88,"Iker Casillas","Goalkeeper",33,"Spain","Real Madrid","Spain"
"2014",89,"Daley Blind","Midfielder",24,"Holland","Manchester United","England"
"2014",90,"César Azpilicueta","Defender",25,"Spain","Chelsea","England"
"2014",91,"Jack Wilshere","Midfielder",22,"England","Arsenal","England"
"2014",92,"Héctor Herrera","Midfielder",24,"Mexico","Porto","Portugal"
"2014",93,"Gerard Piqué","Defender",27,"Spain","Barcelona","Spain"
"2014",94,"Enner Valencia","Forward",25,"Ecuador","West Ham United","England"
"2014",95,"David Luiz","Defender",27,"Brazil","Paris Saint-Germain","France"
"2014",96,"Memphis Depay","Midfielder",20,"Holland","PSV Eindhoven","Netherlands"
"2014",97,"Daniele De Rossi","Midfielder",31,"Italy","Roma","Italy"
"2014",98,"Rogério Ceni","Goalkeeper",41,"Brazil","São Paulo FC","Brazil"
"2014",99,"Radja Nainggolan","Midfielder",26,"Belgium","Roma","Italy"
"2014",100,"Seydou Doumbia","Forward",26,"Ivory Coast","CSKA Moscow","Russia"
"2015",1,"Lionel Messi","Forward",28,"Argentina","Barcelona","Spain"
"2015",2,"Cristiano Ronaldo","Forward",30,"Portugal","Real Madrid","Spain"
"2015",3,"Neymar","Forward",23,"Brazil","Barcelona","Spain"
"2015",4,"Luis Suárez","Forward",28,"Uruguay","Barcelona","Spain"
"2015",5,"Robert Lewandowski","Forward",27,"Poland","Bayern Munich","Germany"
"2015",6,"Thomas Müller","Forward",26,"Germany","Bayern Munich","Germany"
"2015",7,"Zlatan Ibrahimovic","Forward",34,"Sweden","Paris Saint-Germain","France"
"2015",8,"Manuel Neuer","Goalkeeper",29,"Germany","Bayern Munich","Germany"
"2015",9,"Sergio Agüero","Forward",27,"Argentina","Manchester City","England"
"2015",10,"Alexis Sánchez","Forward",27,"Chile","Arsenal","England"
"2015",11,"Paul Pogba","Midfielder",22,"France ","Juventus","Italy"
"2015",12,"Andrés Iniesta","Midfielder",31,"Spain","Barcelona","Spain"
"2015",13,"Eden Hazard","Forward",24,"Belgium","Chelsea","England"
"2015",14,"Kevin De Bruyne","Forward",24,"Belgium","Manchester City","England"
"2015",15,"Arturo Vidal","Midfielder",28,"Chile","Bayern Munich","Germany"
"2015",16,"Gareth Bale","Forward",26,"Wales","Real Madrid","Spain"
"2015",17,"Carlos Tevez","Forward",31,"Argentina","Boca Juniors","Argentina"
"2015",18,"David de Gea","Goalkeeper",25,"Spain","Manchester United","England"
"2015",19,"James Rodríguez","Midfielder",24,"Colombia","Real Madrid","Spain"
"2015",20,"Ivan Rakitic","Midfielder",27,"Croatia","Barcelona","Spain"
"2015",21,"Philipp Lahm","Defender",32,"Germany","Bayern Munich","Germany"
"2015",22,"Arjen Robben","Forward",31,"Netherlands","Bayern Munich","Germany"
"2015",23,"David Alaba","Defender",23,"Austria","Bayern Munich","Germany"
"2015",24,"Sergio Busquets","Midfielder",27,"Spain","Barcelona","Spain"
"2015",25,"Javier Mascherano","Defender",31,"Argentina","Barcelona","Spain"
"2015",26,"Mesut Özil","Midfielder",27,"Germany","Arsenal","England"
"2015",27,"Pierre-Emerick Aubameyang","Forward",26,"Gabon","Borussia Dortmund","Germany"
"2015",28,"Antoine Griezmann","Forward",24,"France","Atlético Madrid","Spain"
"2015",29,"Yaya Touré","Midfielder",32,"Ivory Coast","Manchester City","England"
"2015",30,"David Silva","Midfielder",29,"Spain","Manchester City","England"
"2015",31,"Luka Modric","Midfielder",30,"Croatia","Real Madrid","Spain"
"2015",32,"Douglas Costa","Forward",25,"Brazil","Bayern Munich","Germany"
"2015",33,"Karim Benzema","Forward",28,"France","Real Madrid","Spain"
"2015",34,"Gianluigi Buffon","Goalkeeper",37,"Italy","Juventus","Italy"
"2015",35,"Toni Kroos","Midfielder",25,"Germany","Real Madrid","Spain"
"2015",36,"Thibaut Courtois","Goalkeeper",23,"Belgium","Chelsea","England"
"2015",37,"Sergio Ramos","Defender",29,"Spain","Real Madrid","Spain"
"2015",38,"Harry Kane","Forward",22,"England","Tottenham Hotspur","England"
