"sheets.players.rankString","sheets.players.Rank","sheets.players.Last.year","sheets.players.Up.or.down","sheets.players.Name","sheets.players.Position","sheets.players.Club.on.20.Dec.2017","sheets.players.League","sheets.players.Age.on.20.Dec.2017","sheets.players.Nationality","sheets.players.Filters","sheets.players.Image.found","sheets.players.Video.Path","sheets.players.Facewall.cell.image.GRID.src","sheets.players.Facewall.cell.image.GRID.attributes","sheets.players.Facewall.main.image.GRID.src","sheets.players.Facewall.main.image.GRID.attributes","sheets.players.","sheets.players.Profile","sheets.players.Writer","sheets.players.Words","sheets.players.Desked.by","sheets.players.To.be.subbed.by","sheets.players.Subbed","sheets.players.Revised","sheets.furniture.headline","sheets.furniture.standfirst","sheets.furniture.pagestrap","sheets.furniture.shareurl"
"47","47","71","24","Álvaro Morata","Forward","Chelsea","England","25","Spain","Spanish, Premier League, Forwards","","","https://media.guim.co.uk/67383f46e98db80a9615a8e6bfbe7dcf72038149/743_87_853_853","cropRatio=853,853&size=140,500,853","https://media.guim.co.uk/af10d07eff35dd6b3614453bd8ff7894bd03f457/304_104_3177_1906","cropRatio=3177,1906&size=140,500,1000,2000,3177","","Morata could have remained at his hometown club, Real Madrid, where he had <a href=""https://www.theguardian.com/football/2017/jun/03/juventus-real-madrid-champions-league-final-match-report"">won the Champions League as a bit-part player</a> last term, but instead chose a very new kind of challenge: that provided by regular first-team football. <a href=""https://www.theguardian.com/football/2017/jul/21/chelsea-announce-signing-of-alvaro-morata-five-year-contract-real-madrid"">Chelsea only truly turned to him</a> after missing out on Romelu Lukaku, but he has been their first-choice over the first half of the campaign and, particularly in the air, has looked the part in English football. He is obviously very different to the departed Diego Costa, but Chelsea have looked fluent and incisive when Morata and Eden Hazard have combined at pace. There is promise in that partnership.","Dominic Fifield","100","MC√","JA√","JA√","NA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"48","48","45","-3","Marco Verratti","Midfielder","Paris St-Germain","France","25","Italy","Italian, Ligue 1, Midfielders","","","https://media.guim.co.uk/c8d733d2b7975ce5770c15e7e82062495c562008/106_164_2181_2181","cropRatio=2181,2181&size=140,500,1000,2000,2181","https://media.guim.co.uk/7cd2a65884f80a73fbd1a908370d48faf1dce455/0_140_2880_1728","cropRatio=2880,1728&size=140,500,1000,2000,2880","","It has been a strange 2017 for Le Petit Hibou, who was profoundly affected by Paris Saint-Germain’s <a href=""https://www.theguardian.com/football/2017/mar/08/barcelona-psg-champions-league-match-report"">humiliating exit from the 2016-17 Champions League</a> and strongly considered leaving the French capital during a summer of soul-searching. Exactly why Barcelona were so desperate to sign him and PSG flatly refused to sell is clear; few midfielders in the world have his sense of vigour and incredible range of passing. With Blaise Matuidi gone and Thiago Motta in the twilight of his career, Verratti is more vital than ever to PSG, where he has also taken up the role of dressing-room leader since Zlatan Ibrahimovic’s departure.","Andy Brassell","100","SMc√","PC","PC","NA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"49","49","98","49","Thiago Alcântara","Midfielder","Bayern Munich","Germany","26","Spain","Spanish, Bundesliga, Midfielders","","","https://media.guim.co.uk/952d4e00d3cb227d53c326d3ce2bf0c1d4474574/1689_288_1466_1466","cropRatio=1466,1466&size=140,500,1000,1466","https://media.guim.co.uk/1aeda63929e9cc9f4ac55d57c235cfa941a86398/0_59_3102_1861","cropRatio=3102,1861&size=140,500,1000,2000,3102","","Bayern’s collective excellence has long since made it difficult for some of their players to get individual recognition (take Franck Ribéry’s failed run at the 2013 Ballon d’Or, for example), and that is perhaps true today of Thiago, the perennial German champions’ <a href=""https://www.theguardian.com/football/2017/feb/15/bayern-munich-arsenal-champions-league-last-16-first-leg-match-report"">standout player</a> of 2016-17. He is the complete midfielder; a passer, a tackler, a goalscorer and unbelievably adaptable, and deserving of cracking the top 50 this year. The Bayern players’ public reaction to the muscle injury that curtailed his year shows exactly how vital and valued he is on and off the pitch at the Allianz Arena.","Andy Brassell","100","SMc√","PC","PC","NA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"50","50","6","-44","Gareth Bale","Forward","Real Madrid","Spain","28","Wales","Other nationalities, La Liga, Forwards","","","https://media.guim.co.uk/3a71d9fec09116b4c971a8204410d1614bc7396d/485_78_1352_1352","cropRatio=1352,1352&size=140,500,1000,1352","https://media.guim.co.uk/54c2fd6093517cee4e30d4bee2c7d96d39de70b6/0_114_5149_3090","cropRatio=5149,3090&size=140,500,1000,2000,5149","","It has been a frustrating 12 months <a href=""https://www.theguardian.com/football/2017/nov/11/gareth-bale-devastated-new-injury-blow-wales-chris-coleman-football"">curtailed by injury</a> for the Welshman, whose lack of game time means he drops 44 places from last year's lofty position of sixth. Bale was restricted to a 13-minute cameo in Real Madrid's <a href=""https://www.theguardian.com/football/2017/jun/03/juventus-real-madrid-champions-league-final-match-report"">Champions League final win over Juventus</a> in Cardiff and denied a fairytale goal in his hometown final by the human portcullis that is Leonardo Bonucci. Occasionally the target of unfair derision from Real fans, his future at the Bernabéu no longer looks assured. He was also largely consigned to a watching brief as his country's bid to qualify for the World Cup came off the rails.","Barry Glendenning","100","SMc√","JA√","JA√","PC","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"51","51","50","-1","Karim Benzema","Forward","Real Madrid","Spain","30","France","French, La Liga, Forwards","","","https://media.guim.co.uk/9e0f74c3ba9ef1246325dbed23960d66c7ee2fab/874_340_2041_2041","cropRatio=2041,2041&size=140,500,1000,2000,2041","https://media.guim.co.uk/6081ffa8703c56cfb96471db74095501681a94d3/0_277_5000_3001","cropRatio=5000,3001&size=140,500,1000,2000,5000","","Benzema scored 11 league goals in 2016-17, less than half as many as the previous season and his lowest tally since 2009-10, and is on course to lower the bar further this term, with just two to his name by mid-December. It is just as well, then, that his manager does not consider goals to be this striker’s primary contribution. ""We want Karim to score, but the most important thing is the way he helps others to play better,"" Zinedine Zidane said in February. He remains essentially static in our rankings, thanks to his contribution to <a href=""https://www.theguardian.com/football/2017/jun/03/juventus-real-madrid-champions-league-final-match-report"">Real’s bulging trophy haul last season</a>.","Simon Burnton","100","MC√","JA√","JA√","PC","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"52","52","","Re-entry","César Azpilicueta","Defender","Chelsea","England","28","Spain","Spanish, Premier League, Defenders","","","https://media.guim.co.uk/bb191007c1bd33f6ddba056a9092f10ede617d88/1088_220_2161_2162","cropRatio=2161,2162&size=500,1000,2000,2161","https://media.guim.co.uk/58900439d904bb562a81fd2c78cfc98ae10fd306/0_122_3983_2389","cropRatio=3983,2389&size=140,500,1000,2000,3983","","Beyond the tiresome ""Dave"" moniker, <a href=""https://www.theguardian.com/football/2017/mar/31/cesar-azpilicueta-linked-barcelona-loved-chelsea"">Azpilicueta is Chelsea’s Mr Reliable</a> and has returned to the top 100. His versatility is the stuff of head coach’s dreams, whether at right wing-back, either full-back berth or centre-half, and he has been the mobile and streetwise performer on the right of Antonio Conte’s back three over the last 18 months. Added to that is the 28-year-old’s delivery. Diego Costa used to thrive from his trademark diagonal centres, and Álvaro Morata has merely tapped into the same source of opportunities this time round. The defender’s omission from the teamsheet feels like a proper event these days and, given an exemplary injury record, is usually born of Conte desperately seeking to give him a breather. Chelsea invariably feel fragile without him.","Dominic Fifield","100","MC√","JA√","JA√","PC","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"53","53","","New entry","Naby Keïta","Midfielder","RB Leipzig","Germany","22","Guinea","Other nationalities, Bundesliga, Midfielders","","","https://media.guim.co.uk/8dbe295e8e39bfafeb89655778a85d6bead4d9f6/1199_163_1463_1464","cropRatio=1463,1464&size=500,1000,1463","https://media.guim.co.uk/0a0476eb612af2a48fc39738b281234045086b0f/0_155_3840_2304","cropRatio=3840,2304&size=140,500,1000,2000,3840","","His move to Anfield may still be a few months away but anticipation of Keïta’s impending arrival has been building steadily in Liverpool ever since a fee <a href=""https://www.theguardian.com/football/2017/aug/28/liverpool-sign-naby-keita-rb-leipzig-next-summer-klopp-lemar-monaco"">in excess of £50m</a> was agreed with RB Leipzig in August. That will make the midfielder from Conakry the most expensive African footballer of all time – quite an achievement for a player who is in only his second season at the highest level. Is he worth all the fuss? Only time will tell if the performances that guided Leipzig to the runners-up spot behind Bayern Munich last season can translate to success in a new league, although all the evidence is that Jürgen Klopp has landed a versatile player who is comfortable in several midfield positions and also has an eye for goal.","Ed Aarons","100","MC√","JA√","JA√","PC","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"54","54","","New entry","Timo Werner","Forward","RB Leipzig","Germany","21","Germany","German, Bundesliga, Forwards","","","https://media.guim.co.uk/2e770e09f718027614b572eef09ca463a29fa928/906_91_1337_1337","cropRatio=1337,1337&size=140,500,1000,1337","https://media.guim.co.uk/742313cd02153aca33a6995d0d7d5614d6f9b44d/0_275_2468_1481","cropRatio=2468,1481&size=140,500,1000,2000,2468","","At just 21 years of age, Werner is in the 100 for the first time after an astonishing 2017. Having been on the radar for a while after debuting for Stuttgart at 17, his career has skyrocketed since he made the controversial choice to join Leipzig. Werner was the top German goalscorer in the Bundesliga last season with 21 as he delivered the promoted side to the Champions League and has established himself as Germany’s centre-forward in a prolific start to his international career, despite public criticism <a href=""https://www.theguardian.com/football/blog/2016/dec/05/bundesliga-leipzig-timo-werner-dive-controversy"">branding him a diver</a> and mocking him for his choice of club.","Andy Brassell","100","SMc√","PC","PC","JA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"55","55","143","New entry","Marc-André ter Stegen","Goalkeeper","Barcelona","Spain","25","Germany","German, La Liga, Goalkeepers","","","https://media.guim.co.uk/e04cddcfe412dede7ce314c3d038f9f065e9ed84/954_215_1632_1631","cropRatio=1632,1631&size=140,500,1000,1632","https://media.guim.co.uk/61dc46db61176c9c1122c38ff336739247e45cc9/0_0_3000_1800","cropRatio=3000,1800&size=140,500,1000,2000,3000","","When a beaming Ter Stegen walked away with the man of the match award after <a href=""https://www.theguardian.com/football/2017/jul/02/chile-germany-confederations-cup-final-match-report"">Germany’s Confederations Cup final win over Chile</a>, the thought occurred that this must surely be just the start. It has taken time for him to be recognised among the top bracket of goalkeepers globally but surely that moment has come: he has been outstanding in Barcelona’s fine start to their La Liga season, keeping eight clean sheets in the league by mid-November and shining at a time when, despite their lofty position, they have sometimes wobbled defensively. Footwork and ability on the ball, which attracted Barça to him back in 2014, remain huge assets for a player making a first appearance on this list. There is next to no chance of it being the last.","Nick Ames","100","MC√","JA√","JA√","PC","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"56","56","66","10","Giorgio Chiellini","Defender","Juventus","Italy","33","Italy","Italian, Serie A, Defenders","","","https://media.guim.co.uk/746e8d1830be91d80ad6b870755641b60410efed/982_323_1121_1121","cropRatio=1121,1121&size=140,500,1000,1121","https://media.guim.co.uk/2bddfe004216c98f9da3511e10daf3db97dd033b/0_47_3543_2126","cropRatio=3543,2126&size=140,500,1000,2000,3543","","When Chiellini hangs up his boots, one suspects that the last six years will be remembered most prominently – the part where he joined together with Leonardo Bonucci and Andrea Barzagli in front of Gigi Buffon <a href=""https://www.theguardian.com/football/the-gentleman-ultra/2017/jun/02/andrea-barzagli-best-signing-juventus-champions-league"">to form the great BBC</a>. But the first of those team-mates left Juventus this summer, and the latter two are approaching retirement. Chiellini, at 33, is graduating now into a different role: the continuity man who must keep things steady as fresh combinations are tested around him. After a shaky start, <a href=""https://www.theguardian.com/football/blog/2017/dec/11/inter-and-juventus-take-positives-from-serie-a-stalemate"">a run of clean sheets through the early winter</a> suggested he was succeeding.","Paolo Bandini","100","MC√","JA√","JA√","PC","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"57","57","34","-23","Ivan Rakitic ","Midfielder","Barcelona","Spain","29","Croatia","Other nationalities, La Liga, Midfielders","","","https://media.guim.co.uk/0a87c3f724a2980915fc6e6fb674e622e8f4b5a3/250_104_704_704","cropRatio=704,704&size=140,500,704","https://media.guim.co.uk/e238c653fd61a4dda2091ff62e39847bff15cd17/0_230_4318_2591","cropRatio=4318,2591&size=140,500,1000,2000,4318","","As Barcelona have adapted in the post-Neymar era, so has Rakitic. He has so many strings to his bow and that has been particularly evident since August, with Ernesto Valverde often fielding him in a deeper midfield role. Rakitic can handle it: he is one of the side’s mainstays, a nailed-on performer who can pull the strings and put in a tireless shift anywhere on the pitch. The goals, usually a reliable addition to his game, have dried up this season but his influence for both club and country remains unimpeachable. There have been some fraught moments with the latter but Croatia eventually made it to the World Cup and how Rakitic performs will be key to the fortunes of <a href=""https://www.theguardian.com/football/2016/jun/21/croatia-ivan-rakitic-spain"">a lavishly talented squad</a>.","Nick Ames","100","SMc√","JA√","JA√","PC","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"58","58","38","-20","Gerard Piqué","Defender","Barcelona","Spain","30","Spain","Spanish, La Liga, Defenders","","","https://media.guim.co.uk/652eaf758e714dd3e12e1a00dbeb79b5a1c91d79/0_112_3184_3182","cropRatio=3184,3182&size=140,500,1000,2000,3184","https://media.guim.co.uk/74fa49b78b6e7cd718e80485921d2c7538ef37f3/0_1056_3240_1944","cropRatio=3240,1944&size=140,500,1000,2000,3240","","Mr Shakira is seemingly always in the firing line when he joins up with the national team. <a href=""https://www.theguardian.com/football/2017/oct/02/gerard-pique-spain-fans-barcelona-catalan"">Whistled by Spain’s fans</a> because of his <a href=""https://www.theguardian.com/football/2017/oct/04/gerard-pique-catalan-referendum-footballer-express-himself"">defence of Catalans’ right to hold a referendum</a> on independence and, before that, his mischievous winding up of Real Madrid and his identification with Catalonia, Piqué is outspoken and honest – which is rarely a good tactic if you seek popularity. But then there’s the bottom line: the way he plays. No one doubts that when it comes to the football itself he is irreplaceable. Arguably Europe’s best centre-back, yet curiously it’s an argument very few seem to make.","Sid Lowe","100","SMc√","JA√","JA√","PC","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"59","59","100","41","Ousmane Dembélé","Forward","Barcelona","Spain","20","France","French, La Liga, Forwards","","","https://media.guim.co.uk/8a3d50885de1b3460a172f33667c5921e63a874d/432_449_1535_1535","cropRatio=1535,1535&size=140,500,1000,1535","https://media.guim.co.uk/75c7af0c91d26b0958dfdac5301e21625248cd5d/139_186_1954_1172","cropRatio=1954,1172&size=140,500,1000,1954","","The second most expensive player in history has been frustrated by injury since his move to the Camp Nou <a href=""https://www.theguardian.com/football/2017/aug/25/barcelona-sign-ousmane-dembele-borussia-dortmund"">for an initial €105m</a>, with the insatiable Catalan press providing daily updates on his recovery. He should be worth waiting for. In just one season in the Bundesliga, Dembélé showed why there had been such a scramble for his signature the previous summer as he found the net six times and provided 12 assists – meaning he was involved in a goal every 113 minutes he was on the field last season. Whether he can live up to the tag as Neymar’s long-term replacement remains to be seen but the 20-year-old showed he is not fazed by high expectations with a brilliant performance in <a href=""https://www.theguardian.com/football/2017/jun/13/france-england-international-friendly-match-report"">France’s 3-2 friendly win over England back in June</a>.","Ed Aarons","100","SMc√","JA√","JA√","PC","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"60","60","20","-40","Zlatan Ibrahimovic","Forward","Manchester United","England","36","Sweden","Other nationalities, Premier League, Forwards","","","https://media.guim.co.uk/f2c18b1744a6c0a23f876d88c1d73378ffe05ac6/1245_483_2853_2853","cropRatio=2853,2853&size=140,500,1000,2000,2853","https://media.guim.co.uk/ccaef5e2f3de4804734b9635cca87c5c0acdbc36/0_54_3310_1985","cropRatio=3310,1985&size=140,500,1000,2000,3310","","The scorer of 11 goals in 19 games for Manchester United between the turn of the year and his <a href=""https://www.theguardian.com/football/2017/apr/24/zlatan-ibrahimovic-manchester-united-giving-up-not-option"">season-ending knee injury</a> against Anderlecht in April, Ibrahimovic's long – but considerably shorter than expected – convalescence means he has dropped 40 places in 12 months. If not for that injury, the 36-year-old would almost certainly have broken the 30-goal mark in his first season in English football and he is clearly something of an inspirational figure around United's training ground. Fit again and getting precious minutes under his belt, it remains to be seen if the iconic Swede will come out of international retirement for one last World Cup hurrah.","Barry Glendenning","100","SMc√","JA√","JA√","PC","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"61","61","","New entry","Leroy Sané","Forward","Manchester City","England","21","Germany","German, Premier League, Forwards","","","https://media.guim.co.uk/79f9eb963eeb981373c5357011719dcd37dac7cc/1097_147_2276_2276","cropRatio=2276,2276&size=140,500,1000,2000,2276","https://media.guim.co.uk/74574cd34c7850c5fbf76de250b411e40c92deb7/0_449_4647_2789","cropRatio=4647,2789&size=140,500,1000,2000,4647","","As 2017 dawned Sané had made little impact on the Premier League; he started only four times in 2016 following his <a href=""https://www.theguardian.com/football/2016/aug/02/leroy-sane-manchester-city-schalke-germany"">August arrival at the Etihad</a>, never completed a game and had contributed one goal and an assist. But having been on the field for just 21% of Manchester City’s first 21 games of last season, he was there for 91% of the last 17, a run that began days after his 21st birthday in January. After starting this season once again on the bench – Pep Guardiola said ""he didn’t make a good pre-season and he didn’t deserve to play"" – since September he has been in phenomenal form, and an integral member of England’s leading side.","Simon Burnton","100","SMc√","PC","PC","NA","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
