"sheets.players.Rank","sheets.players.Last.year","sheets.players.Up.or.down","sheets.players.Name","sheets.players.Position","sheets.players.Position.modifier","sheets.players.Club.on.20.Dec.2019","sheets.players.League","sheets.players.Age.on.20.Dec.2019","sheets.players.Nationality","sheets.players.Filters","sheets.players.Image.found","sheets.players.Video.Path","sheets.players.Facewall.cell.image.GRID.src","sheets.players.Facewall.cell.image.GRID.attributes","sheets.players.Facewall.main.image.GRID.src","sheets.players.Facewall.main.image.GRID.attributes","sheets.players.","sheets.players.Profile","sheets.players.Writer","sheets.players.Desked.by","sheets.players.To.be.subbed.by","sheets.players.Subbed","sheets.players.Revised","sheets.furniture.headline","sheets.furniture.standfirst","sheets.furniture.pagestrap","sheets.furniture.shareurl"
"52","","New entry","Gabriel Barbosa","Forward","CENTRE","Flamengo","Brazil","23","Brazil","Brazilian, Other leagues, Forwards","","","https://media.guim.co.uk/1d9c94874e184d2cd406c3d7d5183a0972c7dd8a/1633_76_701_701","cropRatio=701,701&size=140,500,701","https://media.guim.co.uk/1a2d0719a653b9c0c95bd5f71f973328d7f452bd/348_212_3862_2319","cropRatio=3862,2319&size=140,500,1000,2000,3862","","Still contracted to Internazionale, where he spent the 2016-17 season without making a league start, Gabigol has reached new heights during a year-long loan to an all-conquering Flamengo side under Jorge Jesus, scoring 34 goals in 41 games including the stunning late brace that <a href=""https://www.theguardian.com/football/live/2019/nov/23/flamengo-v-river-plate-copa-libertadores-final-live"">transformed the Copa Libertadores final</a>. “I’m a different player, technically, physical and tactically,” he has said. “Jesus gave me a different view of everything. He really changed my life.” Last month Inter's CEO, Giuseppe Marotta, said Barbosa is “unlikely to be part of our project” and “has several proposals” which will be considered at the start of 2020.","Simon Burnton","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"53","","New entry","Erling Braut Haaland","Forward","CENTRE","RB Salzburg","Austria","19","Norway","Other nationalities, Other leagues, Forwards","","","https://media.guim.co.uk/64b9ea2c16713340560317ebac54aa2a42b9fa90/951_93_584_584","cropRatio=584,584&size=140,500,584","https://media.guim.co.uk/63be4bcc67a288f3dd94614c168c31de199382c7/0_184_5184_3110","cropRatio=5184,3110&size=140,500,1000,2000,5184","","All Europe’s top clubs would bite your hand off to sign Haaland. The buzz around the 19-year-old is deafening but this is not the standard hyperbole applied to young talents who may, or may not, ultimately make the grade. That is because Haaland, the son of the former Manchester City and Leeds player Alf Inge Haaland, already has. It is one thing banging the goals past opponents in Austria’s Bundesliga, as he has with blistering regularity since May, but his Champions League exploits have shown an uncanny ability to step up. <a href=""https://www.theguardian.com/football/2019/sep/17/champions-league-roundup-haland-makes-history-in-salzburg-romp-as-barca-are-held"">Haaland scored a hat-trick on his debut in the competition</a> and eight times in his first five games. At 6ft 4in and blessed with strength and technical qualities to match, he is built like a man and has the mental capacity of a far more experienced player too. On current form, his possibilities seem limitless.","Nick Ames","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"54","","New entry","Aymeric Laporte","Defender","CENTRE","Manchester City","England","25","France","French, Premier League, Defenders","","","https://media.guim.co.uk/0952e9727afaf3021b6296d39a15f7bc897c7038/2126_118_775_775","cropRatio=775,775&size=140,500,775","https://media.guim.co.uk/ef140f7bfc461eff3eb4b01ddf5d0f157d409c89/252_49_3134_1881","cropRatio=3134,1881&size=140,500,1000,2000,3134","","Laporte’s value to Manchester City can be measured by just how vulnerable they have looked since he <a href=""https://www.theguardian.com/football/2019/sep/13/manchester-city-aymeric-laporte-knee-injury"">suffered a serious knee injury</a> in late August. City are not the same side without the defender, who is a new entry on this year’s list on the back of his assured and commanding displays for Pep Guardiola’s side as they secured a domestic treble last season. He also contributed with goals and assists, and aged 25 looks set to be a key figure for City for some time to come. Injury aside, Laporte’s only frustration in 2019 will be his continued inability to break into the France national team.","Sachin Nakrani","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"55","16","-39","Paul Pogba","Midfielder","CENTRE","Manchester United","England","26","France ","French, Premier League, Midfielders","","","https://media.guim.co.uk/ebb1539a8fbfb818f8a21c770de5847688219dc4/1542_495_1673_1673","cropRatio=1673,1673&size=140,500,1000,1673","https://media.guim.co.uk/dd30ae9a860eb545b706bac43d2f3f4dbd2853a7/82_109_3306_1985","cropRatio=3306,1985&size=140,500,1000,2000,3306","","José Mourinho’s departure from Old Trafford last December was supposed to be ideal for a midfielder struggling to shine in the Portuguese’s plan. Instead … his lowest placing on this list since 2013, when he failed to make the top 100, and the sense that he’s relying on past successes to feature even this highly. Has played only twice since August, one of those appearances coming in United's unedifying scramble past Rochdale on penalties in the League Cup. Perhaps being the centre of a two-year will-he-won’t-he? transfer saga is taking its toll. On his day he remains a singular talent, but those days have been few and far between in 2019.","John Ashdown","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"56","21","-35","Edinson Cavani","Forward","CENTRE","Paris Saint-Germain","France","32","Uruguay","Other nationalities, Ligue 1, Forwards","","","https://media.guim.co.uk/3de396480137cdaac088e1ea15a38eba7b9a0c7a/1868_121_1494_1494","cropRatio=1494,1494&size=140,500,1000,1494","https://media.guim.co.uk/0b854fe151d103be50fe46265b7e7d25f4cb3c4d/0_114_4134_2482","cropRatio=4134,2482&size=140,500,1000,2000,4134","","It has been a year of dwindling for the striker so it is no surprise to see him fall 35 places in the rankings. Although he finished the 2018-19 as Ligue 1's third highest scorer, with 17 goals in 18 matches, he is no longer indispensable to his club, where injury and loss of form have hampered him and Mauro Icardi has shone in his place. While his sharpness may be fading, his spirit remains undimmed, and supporters still delight in his all-action style and, memorably, his eagerness to fight Lionel Messi when Uruguay played Argentina in November.","Paul Doyle","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"57","135","Re-entry","Dani Alves","Defender","RIGHT","São Paulo FC","Brazil","36","Brazil","Brazilian, Other leagues, Defenders","","","https://media.guim.co.uk/2d1faa9057206b43b16ea724ffa7adb79b126681/1267_297_723_723","cropRatio=723,723&size=140,500,723","https://media.guim.co.uk/ce67b518c6204436653e777557d19ca89b0f71a4/106_159_2894_1737","cropRatio=2894,1737&size=140,500,1000,2000,2894","","Some 45,000 people turned up to welcome Alves when he signed for the club he supports from Paris Saint-Germain in August, the player returning to his homeland “to fight for my dream” – namely participation in the 2022 World Cup. He returns to our list having <a href=""https://www.theguardian.com/football/2019/jul/08/brazil-peru-copa-america-tite-neymar"">captained Brazil to victory at the Copa América</a> – the 40th trophy of his professional career – and being named player of that tournament. “Some people are surprised about my performances here,” he said. “I am not.” More surprising is his reinvention as an attacking midfielder at São Paulo, a positional switch that notably allowed him to score a fairytale winner on his debut.","Simon Burnton","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"58","63","+5","Fernandinho","Midfielder","CENTRE","Manchester City","England","34","Brazil","Brazilian, Premier League, Midfielders","","","https://media.guim.co.uk/139d24840246c02ca75786b6ebc92cfaa0d41604/1440_66_1228_1228","cropRatio=1228,1228&size=140,500,1000,1228","https://media.guim.co.uk/67855832db85fa54b235d4de86c7177a6c8bbe47/4_222_2874_1724","cropRatio=2874,1724&size=140,500,1000,2000,2874","","Even at 34 he remains the glue that holds Pep Guardiola’s Manchester City together, whether in midfield or, more often of late, at centre-half and his importance to the Premier League champions is reflected in his highest placing in our 100. Rodri’s £62.8m arrival from Atlético Madrid means the Brazilian is no longer so pivotal in the middle of the park (though it could be argued that City have missed his presence at the heart of things this season) but Guardiola has been more than happy to rehouse him in the centre of defence. Part of the Brazil squad that won the Copa América this year but missed the business end of the tournament after picking up a knee injury and losing his place in Tite's side.","John Ashdown","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"59","128","Re-entry","Timo Werner","Forward","CENTRE","RB Leipzig","Germany","23","Germany","German, Bundesliga, Forwards","","","https://media.guim.co.uk/75f28bfe3e663dd765924a7e81f56fbf32762345/911_220_975_975","cropRatio=975,975&size=140,500,975","https://media.guim.co.uk/7c250ccbacb4582cd8cf52fbef49eb19d4638e2a/456_121_3329_1998","cropRatio=3329,1998&size=140,500,1000,2000,3329","","The forward has always scored goals but the arrival of Julian Nagelsmann as RB Leipzig manager seems to have elevated the 23-year-old to another level. By early December he had 15 in 14 Bundesliga games but his overall play has also improved. In November alone he scored seven goals and provided five assists in the league. “This season I am dropping to play as a No 10 at times,” he said in December. “That has helped me a lot. I have a lot of freedom.” For Germany, he has not been quite as productive with 11 goals in 29 games, but time is most definitely on his side.","Marcus Christenson","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"60","32","-28","Mauro Icardi","Forward","CENTRE","Paris Saint-Germain","France","26","Argentina","Argentinian, Serie A, Forwards","","","https://media.guim.co.uk/ed51812a4052f965564e1ebec4e35e91aec44f3c/1644_55_679_679","cropRatio=679,679&size=140,500,679","https://media.guim.co.uk/6d2160b2e54074eb18deac430efe5be693c581c8/0_202_4262_2557","cropRatio=4262,2557&size=140,500,1000,2000,4262","","The year began with Icardi in dispute with Internazionale, who stripped him of the captaincy and eventually let it be known he could leave club in the summer. PSG were ridiculed when they stepped in to take him on loan, because another star with a reputation for being awkward seemed like exactly the last thing the French club needed. Icardi's performances soon made critics pipe down. After scoring nine goals in his first 10 matches – including Champions League winners against Galatasaray and Club Brugge – PSG began talking about activating the option to make his loan move permanent, for €65m, at the end of the season.  ","Paul Doyle","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"61","42","-19","Casemiro","Midfielder","CENTRE","Real Madrid","Spain","27","Brazil","Brazilian, La Liga, Midfielders","","","https://media.guim.co.uk/e1428163b54abd41ab031581e5dab9d04a76707f/546_76_741_740","cropRatio=741,740&size=140,500,741","https://media.guim.co.uk/67a3730ec2d0c76cd7387b6442028165bb0b6084/0_97_5642_3385","cropRatio=5642,3385&size=140,500,1000,2000,5642","","Thirty minutes. That’s the total number of minutes that Casemiro has missed this season, the man that Zinedine Zidane considers so important that he just won’t take him off, ever. “When are you going to rest Casemiro?” Zidane was asked in early November. “I don’t know, not yet,” he said. As for the Brazilian, when he was asked, he smiled that cherubic smile that disguises the dirty job he has to do, and said he was fine thanks very much. He gives balance to a midfield that needs it, but also does much more than that.","Sid Lowe","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"62","52","-10","Jorginho","Midfielder","CENTRE","Chelsea","England","28","Italy","Italian, Premier League, Midfielders","","","https://media.guim.co.uk/4f9a6c8b729776cfca0e0b91ceeec729f21c4574/1010_267_971_970","cropRatio=971,970&size=140,500,971","https://media.guim.co.uk/e883e10dafb34e446c01258de11b827e238e34ce/0_107_3629_2178","cropRatio=3629,2178&size=140,500,1000,2000,3629","","The midfielder had a tough start to life at Chelsea. He was viewed as <a href=""https://www.theguardian.com/football/2019/mar/08/jorginho-chelsea-relationship-maurizio-sarri"">the symbol of “Sarriball”</a> and was barracked at times by supporters. However Jorginho has a strong mentality and he did not allow his head to drop. The Italy international kept working hard and proved his worth by helping Chelsea <a href=""https://www.theguardian.com/football/2019/may/29/chelsea-arsenal-europa-league-final-match-report-eden-hazard"">win the Europa League</a> and finish third in the Premier League. He is a clever player and has <a href=""https://www.theguardian.com/football/2019/nov/04/jorginho-mateo-kovacic-embody-frank-lampard-chelsea-revolution"">emerged as a leader under Frank Lampard</a>, who loves his range of passing and ability to run a game from midfield. He also takes a cool penalty.","Jacob Steinberg","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"63","73","+10","Ciro Immobile","Forward","CENTRE","Lazio","Italy","29","Italy","Italian, Serie A, Forwards","","","https://media.guim.co.uk/953e62e2ae3d41714385c300421ada1d55973a1f/148_711_1081_1081","cropRatio=1081,1081&size=140,500,1000,1081","https://media.guim.co.uk/3e8e282702296710373ea70cdb723e5a807e02f2/0_284_3500_2100","cropRatio=3500,2100&size=140,500,1000,2000,3500","","Even by Immobile’s standards this season has been something special. By early December he had racked up 17 goals in 15 Serie A games and added another two in three Europa League games. The striker is in the form of his life and no wonder he has climbed 10 places on our list. “Me and my family feel calm and happy in Rome,” he said recently. “I have a great relationship with the club and the fans seem to love me. I want to finish my career here.” First, though, there are more goals to score. At the time of writing he has 116 goals in 203 Serie A games and has Euro 2020 to look forward to with Italy as well.","Marcus Christenson","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"64","","New entry","Duván Zapata","Forward","CENTRE","Atalanta","Italy","28","Colombia","Other nationalities, Serie A, Forwards","","","https://media.guim.co.uk/239480beaf52bb1539a1c02bf747271a744546c9/1623_667_867_867","cropRatio=867,867&size=140,500,867","https://media.guim.co.uk/0b034efc2ed87c715f46fa38d7bdd5b2179e8c11/169_3_3596_2158","cropRatio=3596,2158&size=140,500,1000,2000,3596","","The top scorer for an Atalanta side who <a href=""https://www.theguardian.com/football/blog/2019/may/27/atalanta-punch-historic-champions-league-ticket-in-wild-serie-a-finale"">gatecrashed Serie A's top four last season</a>, Zapata found a new lease of life under Gian Piero Gasperini – the manager recognising traits in him that others had missed. The striker’s tall and muscular frame had led previous coaches to deploy him as an old-fashioned target man, but in Bergamo Zapata has demonstrated he can be devastating when allowed to play facing the goal. His club form earned him a recall to the Colombian national team, for whom he started, and scored twice, during their run to the quarter-finals of the Copa América.","Nicky Bandini","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"65","64","-1","Jordi Alba","Defender","LEFT","Barcelona","Spain","30","Spain","Spanish, La Liga, Defenders","","","https://media.guim.co.uk/83a453bb41dd1e6f4712364c162091b0ace86d45/1740_101_1710_1710","cropRatio=1710,1710&size=140,500,1000,1710","https://media.guim.co.uk/14c209aa75d67ed8a7cb634ef08514f95fdb65a2/0_108_2495_1497","cropRatio=2495,1497&size=140,500,1000,2000,2495","","Chest out, leaning back, head to the sky, legs whirring, Alba whizzes up and down the wing all day every day, looking for Lionel Messi. At times last season he was so good that even Luis Enrique, the man he had fallen out with, had to back down and include him in the national team squad. It might not have been an exaggeration then to describe him as the second best player in La Liga, although it would also not be an exaggeration to hold him responsible for the beginning of <a href=""https://www.theguardian.com/football/2019/may/07/liverpool-barcelona-champions-league-semi-final-second-leg-match-report"">the collapse at Anfield</a>.","Sid Lowe","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"66","","New entry","Bruno Henrique","Forward","LEFT","Flamengo","Brazil","28","Brazil","Brazilian, Other leagues, Forwards","","","https://media.guim.co.uk/b067ff34f06b9e0f9ba842461d21c058d2b4cb95/467_158_1386_1386","cropRatio=1386,1386&size=140,500,1000,1386","https://media.guim.co.uk/1ebad814542dd80d800a9af3216718942626cb23/0_158_5804_3482","cropRatio=5804,3482&size=140,500,1000,2000,5804","","At 28 – he turns 29 on 30 December – Henrique has enjoyed the most prolific year of his career, as he and Gabriel Barbosa fired Flamengo to their first league title in a decade and <a href=""https://www.theguardian.com/football/2019/nov/23/copa-libertadores-flamengo-river-plate-match-report"">a first Copa Libertadores for nearly four</a>. Henrique was named the best player in the latter competition after scoring five and assisting six more. The player credits Jorge Jesus with his recent successes, saying the Portuguese coach has made him “a more complete player” and “helped us maximise our value both as players and as a team”. Meanwhile the coach praises Henrique’s selflessness and humility: ""This is a rare quality in a striker, who often just wants to attack.""","Simon Burnton","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"67","","New entry","Lucas Moura","Forward","RIGHT","Tottenham Hotspur","England","27","Brazil","Brazilian, Premier League, Forwards","","","https://media.guim.co.uk/b229b8574da903acc2783c202dc763b421e29b84/938_216_779_778","cropRatio=779,778&size=140,500,779","https://media.guim.co.uk/a2c23b2819e4f04d9b7078fa46d1db9a42715429/151_408_4895_2938","cropRatio=4895,2938&size=140,500,1000,2000,4895","","The Brazilian delivered one of the most sensational performance in the history not just of Tottenham but also of the Champions League when he scored that astonishing second-half hat-trick at Ajax. That was a sensational demonstration of his talent and, he said, “the best moment of my life”. But he also endured a lot of frustration in a year in which he was often consigned to the bench or played as a striker rather than his preferred role on the wing, factors that led to a fraying in his relationship with Mauricio Pochettino. José Mourinho's could enable him to enjoy great moments more often.","Paul Doyle","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"68","74","+6","Thiago Silva","Defender","CENTRE","Paris Saint-Germain","France","35","Brazil","Brazilian, Ligue 1, Defenders","","","https://media.guim.co.uk/066ce581e26ade4ff86a305de86b2de1f14f1334/1001_45_1394_1395","cropRatio=1394,1395&size=500,1000,1394","https://media.guim.co.uk/b1149f481396f953a7598d8ba84c0948bc8e5787/192_147_4141_2484","cropRatio=4141,2484&size=140,500,1000,2000,4141","","The centre-back has been ridiculed and written off many times in his career, most memorably after Brazil's 2014 World Cup humiliation and repeated bottle-jobs with Paris Saint-Germain. But replacing him is not as easy as critics suggest, which is why he remains precious to club and country. In July he achieved a measure of redemption by leading Brazil to victory in the Copa América. At PSG he is still so influential that, at 35, there is talk of him signing a new contract.","Paul Doyle","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
