"sheets.players.Rank","sheets.players.Last.year","sheets.players.Up.or.down","sheets.players.Name","sheets.players.Position","sheets.players.Position.modifier","sheets.players.Club.on.20.Dec.2020","sheets.players.League","sheets.players.Age.on.20.Dec.2020","sheets.players.Nationality","sheets.players.Filters","sheets.players.Image.found","sheets.players.Video.Path","sheets.players.Facewall.cell.image.GRID.src","sheets.players.Facewall.cell.image.GRID.attributes","sheets.players.Facewall.main.image.GRID.src","sheets.players.Facewall.main.image.GRID.attributes","sheets.players.","sheets.players.Profile","sheets.players.Writer","sheets.players.Desked.by","sheets.players.To.be.subbed.by","sheets.players.Subbed","sheets.players.Revised","sheets.furniture.headline","sheets.furniture.standfirst","sheets.furniture.pagestrap","sheets.furniture.shareurl"
"24","63","39","Ciro Immobile","Forward","CENTRE","Lazio","Italy","30","Italy","Italian, Serie A, Forwards","","","https://media.guim.co.uk/2e183b7446358b33308f701afc34449de3a7b1fe/1425_221_1999_1999","cropRatio=1999,1999&size=140,500,1000,1999","https://media.guim.co.uk/ee83e8543d720805721f808cc78fd0764e1a07ec/0_292_6192_3715","cropRatio=6192,3715&size=140,500,1000,2000,6192","","The third Italian ever to win a European Golden Shoe, and the highest-ranked Italian on our list, Immobile was simply irresistible in 2020, maintaining a goal-per-game strike rate from one season to the next and either side of a coronavirus lockdown. On his way to matching Serie A’s single-season scoring record, he helped Lazio to reach the Champions League for the first time in more than a decade. He then struck five times in four group-stage appearances – including two against the Borussia Dortmund side who discarded him five years ago – to push Lazio on toward the last 16.","Nicky Bandini","TD","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"25","96","71","Zlatan Ibrahimovic","Forward","CENTRE","Milan","Italy","39","Sweden","Other nationalities, Serie A, Forwards","","","https://media.guim.co.uk/f5782f74ca07677168c0e53e8504cbce06a0d1aa/1258_43_1023_1023","cropRatio=1023,1023&size=140,500,1000,1023","https://media.guim.co.uk/ee895ee79a9eb0a2bce13e28b2b6e9aeae2437d3/0_0_3334_2000","cropRatio=3334,2000&size=140,500,1000,2000,3334","","The Swede is deservedly back in the top 30 for <a href=""https://www.theguardian.com/football/ng-interactive/2016/dec/20/the-100-best-footballers-in-the-world-2016-interactive"">the first time since 2016</a>. Milan’s decision to re-sign Ibrahinovic in December 2019 after his two years with LA Galaxy was greeted with scepticism but he has, once again, proved everyone wrong. Milan were 11th when ""Ibra"" joined and there was an immediate upturn in results. Stefano Pioli’s side finished sixth with the 39-year-old scoring 10 goals in 18 Serie A games. He is, at the time of writing the joint top Serie A goalscorer in 2020-21 with 10 goals in six games but he contributes more than goals. As Pioli said when Ibrahimovic joined: ""He is a warrior and a leader, he will inspire the whole team."" ","Marcus Christenson","TD","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"26","9","-17","Alisson","Goalkeeper","CENTRE","Liverpool","England","28","Brazil","Brazilian, Premier League, Goalkeepers","","","https://media.guim.co.uk/fef8489f7a7b25db2d6826c4124f4f95bc201178/1389_0_2316_2317","cropRatio=2316,2317&size=500,1000,2000,2316","https://media.guim.co.uk/5bf4d81561d51c20093d351ab1e171e54b38d9ba/248_248_3576_2145","cropRatio=3576,2145&size=140,500,1000,2000,3576","","The Brazil international missed the first three months of last season through injury – which perhaps explains why he is no longer the highest-ranked goalkeeper on the list – and yet he still finished the campaign with 13 clean sheets as Liverpool won the Premier League. Only two other keepers, Ederson and Nick Pope, kept more. Injuries have struck again this season but Alisson's presence continues to make a telling difference to the Liverpool team and not only defensively. His distribution and quick thinking are a vital part of the supply chain to Liverpool's forward line. A commanding presence. ","Andy Hunter","TD","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"27","8","-19","Raheem Sterling","Winger","LEFT","Manchester City","England","26","England","English, Premier League, Wingers","","","https://media.guim.co.uk/761872788984c2de72244251287e7ee6cb2b8d51/666_132_783_783","cropRatio=783,783&size=140,500,783","https://media.guim.co.uk/d52c2f907eb31b26fd747f571c154b40f5bbef12/0_96_3829_2298","cropRatio=3829,2298&size=140,500,1000,2000,3829","","Down 19 places from <a href=""https://www.theguardian.com/global/ng-interactive/2019/dec/17/the-100-best-male-footballers-in-the-world-2019"">his top 10 ranking last year</a> and, like Kevin De Bruyne, not able to stand out quite as much when Manchester City abandon their all-attacking style for something a little more defensive and sensible. Still finished the 2019-20 season with 20 league goals, his highest total for City. Also became the first English player to score 100 goals for the club since Dennis Tueart with a strike that helped knock Real Madrid out of the Champions League last season. City themselves were knocked out in the next round and Sterling has yet to add a European title to his list of achievements.","Paul Wilson","TD","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"28","24","-4","Jan Oblak","Goalkeeper","CENTRE","Atlético Madrid","Spain","27","Slovenia","Other nationalities, La Liga, Goalkeepers","","","https://media.guim.co.uk/27d59e79f8d9e47d0f64f57c671cd72316924682/281_4_1191_1192","cropRatio=1191,1192&size=500,1000,1191","https://media.guim.co.uk/bd76aa7fee1dcd8574587cb43d7d25e2583c9aea/0_0_2782_1669","cropRatio=2782,1669&size=140,500,1000,2000,2782","","No one ever makes a fuss about Oblak, especially not Oblak. Yeah, so he’s been on this list every year since 2016, and in the top half too, but seen from Spain even that can feel like it underplays his significance. And maybe that makes sense: the Slovenian somehow manages to make even spectacular saves look standard, almost routine, like he was always going to get to that ball heading into the top corner. There’s no rolling about, no ostentatious shouting, and no media profile at all. He’s just there every day, doing his job – really, really well.","Sid Lowe","TD","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"29","32","3","Jadon Sancho","Winger","RIGHT","Borussia Dortmund","Germany","20","England","English, Bundesliga, Wingers","","","https://media.guim.co.uk/d9825e038cea941ac0006ea5827c7b3e4a58361f/1691_10_1552_1553","cropRatio=1552,1553&size=500,1000,1552","https://media.guim.co.uk/23b47f2b3bb276776829a5f85e36464e592428a6/0_250_4372_2626","cropRatio=4372,2626&size=140,500,1000,2000,4372","","It is easy to see why Borussia Dortmund <a href=""https://www.theguardian.com/football/2020/sep/29/dortmund-tell-manchester-united-90m-is-nowhere-near-enough-for-jadon-sancho"">held so firm amid Manchester United’s persistent advances</a> last summer. Sancho just gets better and better; he is one of only five players in our ranking who are aged 20 or younger and it is a tantalising thought that he should have at least a decade left at the very top. Last season he was electric, scoring 17 Bundesliga goals and providing 16 assists; the start to this term in a spluttering side has been slower but he remains a class act who blends explosiveness with a preternatural precision and ability to make the right choice. He would fit into any side in the world, although the price would be steep: the question appears to be when, rather than if, United or any of their rivals manage to get a deal over the line.","Nick Ames","TD","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"30","59","29","Timo Werner","Forward","CENTRE","Chelsea","England","24","Germany","German, Premier League, Forwards","","","https://media.guim.co.uk/68f4353fc22c70eb3eacbd76551c66d5433245d6/601_0_1098_1096","cropRatio=1098,1096&size=140,500,1000,1098","https://media.guim.co.uk/9982e390d7bf56526189d11a92c72b28ce19d280/0_102_4779_2868","cropRatio=4779,2868&size=140,500,1000,2000,4779","","The striker might have been even higher had he chosen to delay his move to Chelsea in favour of staying with RB Leipzig until the conclusion of their Champions League campaign last season. Werner was Leipzig’s star man – he scored 34 goals in all competitions in his final campaign with the Bundesliga club – and they missed him when they lost to PSG in the last four. Yet the Germany international <a href=""https://www.theguardian.com/football/2020/sep/18/timo-werner-rb-leipzig-chelsea-interview"">wanted to hit the ground running</a> in England and his single-minded decision has helped him make a fine start to life with his new club. Nicknamed Turbo Timo because of his speed, the 24-year-old is already a hit with Chelsea fans.","Jacob Steinberg","TD","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"31","128","Re-entry","David Alaba","Defender","CENTRE","Bayern Munich","Germany","28","Austria","Other nationalities, Bundesliga, Defenders","","","https://media.guim.co.uk/c2e7acf75a93e2114d00a1dd3c86712516070fcd/467_160_1092_1093","cropRatio=1092,1093&size=500,1000,1092","https://media.guim.co.uk/1ad4fcb68f69c96cb9234c49ec75c4adb12882b8/0_104_3500_2100","cropRatio=3500,2100&size=140,500,1000,2000,3500","","For someone as decorated as Alaba, it’s saying something to say that he has had a career-best season, but that is absolutely what has happened. Recast as a centre-back in response to a Bayern defensive injury crisis the elegant Austrian has been phenomenal, a tough customer whose expertise in bringing the ball out is key to the team’s attacking impetus. As the loudest member of the team – something reaffirmed in empty stadiums – Alaba has also been integral to in-game coaching Alphonso Davies, all of which makes his potential departure at the end of his contract alarming. Thiago Alcântara’s exit disappointed but Alaba going would be a whole new world of pain. ","Andy Brassell","TD","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"32","148","New","Alejandro ""Papu"" Gómez","Forward","CENTRE","Atalanta","Italy","32","Argentina","Argentinian, Serie A, Forwards","","","https://media.guim.co.uk/97cea96797f0b3900372feddc80467e6c8e1883b/800_20_2762_2761","cropRatio=2762,2761&size=140,500,1000,2000,2762","https://media.guim.co.uk/4d2f19923299e1d6c9bd85f4fb711c1bfecd3627/0_115_4039_2424","cropRatio=4039,2424&size=140,500,1000,2000,4039","","If there is a face to the Atalanta fairytale, then it can only be Gomez, the club captain and pocket magician whose endless grin has seemed to embody his team’s joyful approach to the game. His 16 assists last season (in Opta’s count) were a Serie A record, and topped up with goals of his own – some scored at the end of whole-team moves that he had launched in his own half. But his year ends on a challenging note, with reports that he could even depart the club this January after <a href=""https://www.theguardian.com/football/blog/2020/dec/17/does-the-individual-mean-more-than-atalanta-collective-with-papu-gomez-serie-a"">a falling-out with manager Gian Piero Gasperini.</a>  ","Nicky Bandini","TD","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"33","74","41","Jordan Henderson","Midfielder","CENTRE","Liverpool","England","30","England","English, Premier League, Midfielders","","","https://media.guim.co.uk/64bf8fc8a34b88a20651c31656546271aa6598e5/1452_0_3701_3700","cropRatio=3701,3700&size=140,500,1000,2000,3701","https://media.guim.co.uk/ff2ab33a5833eea36991b328f2d597d38b0f3644/0_169_3584_2150","cropRatio=3584,2150&size=140,500,1000,2000,3584","","Henderson has risen 41 places and frankly it comes as a surprise he did not climb higher given his performances for Liverpool this year. A true captain in that he has led not only with word but also deed, regularly displaying a range of all-round abilities from midfield. The 30-year-old can do a little bit of everything and does everything incredibly well, and ultimately it was fitting that he was the man who hoisted<a href=""https://www.theguardian.com/football/2020/jun/30/no-one-can-replace-steven-gerrard-this-title-win-is-for-him-says-henderson""> the Premier League trophy</a> aloft for Jürgen Klopp’s team in July. Soon after he was also named the Football Writers' Association player of the year, an honour which was fully deserved.","Sachin Nakrani","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"34","23","-11","Andrew Robertson","Defender","LEFT","Liverpool","England","26","Scotland","Other nationalities, Premier League, Defenders","","","https://media.guim.co.uk/b8c93e51f9153f14723b25060cdf17da92fd07fe/1440_58_1635_1635","cropRatio=1635,1635&size=140,500,1000,1635","https://media.guim.co.uk/9b571763482c2a133a9ee5de532047a227f84220/500_440_2693_1616","cropRatio=2693,1616&size=140,500,1000,2000,2693","","The Liverpool left-back has dropped 11 places but is the fourth highest-ranked defender on the list, and ultimately both of those things sound about right. Robertson’s performances in 2020 have not been as good as they were in the previous year but they have still been excellent, and especially so in the 2020-21 campaign. Defensively sound and a regular provider of assists, including the one that led to Roberto Firmino’s late winner in the recent <a href=""https://www.theguardian.com/football/2020/dec/16/liverpool-tottenham-hotspur-premier-league-match-report"">top-of-the-table clash</a> with Tottenham. The 26-year-old has also excelled as Scotland captain, playing a crucial role in them  <a href=""https://www.theguardian.com/football/2020/nov/12/scotland-serbia-euro-2020-reaction-andy-robertson-steve-clarke"">qualifying for a major tournament</a> for the first time in 23 years.  ","Sachin Nakrani","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"35","48","13","Jamie Vardy","Forward","CENTRE","Leicester City","England","33","England","English, Premier League, Forwards","","","https://media.guim.co.uk/4551226bd247a25262710af26d14bfacdd725b26/1048_112_939_939","cropRatio=939,939&size=140,500,939","https://media.guim.co.uk/52fb0ebcc3389f22761f37cae1aeabe2ca676c66/302_421_3863_2317","cropRatio=3863,2317&size=140,500,1000,2000,3863","","Age shows no signs of slowing down this striker, who has jumped 13 places in the Top 100 after becoming the oldest player to finish a season as the Premier League’s top scorer. Brendan Rodgers has helped him hone his game to prolong his efficiency, concentrating his pressing and runs in zones where he can do maximum damage. His cleverness, energy and, of course, speed make him a harrowing opponent and once he gets the jump on defenders, he remains deadly. One of nine English players in the Top 100, he would be an excellent option to have at the European Championships if Gareth Southgate could coax him out of international retirement by convincing him he could use him well.","Paul Doyle","TD","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"36","28","-8","Pierre-Emerick Aubameyang","Winger","LEFT","Arsenal","England","31","Gabon","Other nationalities, Premier League, Wingers","","","https://media.guim.co.uk/abd1524aa4d3faa2f53ebe8c3e42b639bf0c8b65/1300_111_768_767","cropRatio=768,767&size=140,500,768","https://media.guim.co.uk/bd34d52b82adc6ed01be6cbd91b71c2e2f185a42/0_146_2611_1567","cropRatio=2611,1567&size=140,500,1000,2000,2611","","As recently as September there would have been a good chance of Aubameyang rising eight places rather than falling by that number. He has carried Arsenal for much of his time there and, by the end of 2019-20, could fairly be described as the best striker in the Premier League. Arsenal were outsiders to win the FA Cup but Aubameyang scored all four of their goals against Manchester City and, <a href=""https://www.theguardian.com/football/2020/aug/01/aubameyang-arsenal-chelsea-fa-cup-final-match-report"">in the final, Chelsea at Wembley</a>. A long-running contract saga was quickly put to bed but the good news has slowed since. The club captain went three months without a goal from open play in the top flight before <a href=""https://www.theguardian.com/football/2020/dec/16/arsenal-southampton-premier-league-match-report"">scoring against Southampton</a> in mid-December, admittedly in an uncreative side, and was facing question marks for the first time in his Arsenal career.","Nick Ames","TD","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"37","35","-2","João Félix","Forward","CENTRE","Atlético Madrid","Spain","21","Portugal","Other nationalities, La Liga, Forwards","","","https://media.guim.co.uk/586e6d83d4d0f724df104d81967e272b783d8eb5/1024_47_1300_1301","cropRatio=1300,1301&size=500,1000,1300","https://media.guim.co.uk/44dd031f093701853fa55a37f6ad1ea07cfb9f5b/0_202_2975_1785","cropRatio=2975,1785&size=140,500,1000,2000,2975","","João Félix is down two on last year, which is odd on one level and less so on the other. After his €126m signing, there was a sense that his first season was disappointing – a reminder: he arrived aged 19 – but his second is shaping up to be special. Arguably Spain’s brightest performer so far, just how good he is was revealed by a conversation caught on camera in the tunnel at the Metropolitano. “What a bastard that guy is,” his teammate Saúl says. “When he wants to, he can change the game, man.” To which Oblak replies, simply: “<italics>Madre mía</italics>, he’s so good.”","Sid Lowe","TD","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"38","39","1","Ángel Di María","Winger","RIGHT","Paris St-Germain","France","32","Argentina","Argentinian, Ligue 1, Wingers","","","https://media.guim.co.uk/5eb363f2c55034e2ed0a1f0323c0b4dcff1cad9c/1246_15_1665_1664","cropRatio=1665,1664&size=140,500,1000,1665","https://media.guim.co.uk/c20d86fd9f837718918b43cda80a295a7df32548/0_128_4432_2660","cropRatio=4432,2660&size=140,500,1000,2000,4432","","Di María's fifth season for PSG was unquestionably his best, as he attained a level of consistency that had previously eluded him. His ability to unlock defences with mazy dribbles or magical passes was a major factor in his club retaining their domestic title and reaching the Champions League final. On top of his eight goals he would probably, if not for the lockdown, have set a new Ligue 1 record for the number of assists in a season. “I have always said I prefer playing the decisive pass to scoring goals, that's what fulfils me,” he said in the summer. Although he scored in the Champions League semi-final, the year took a downturn after that, <a href=""https://www.theguardian.com/football/2020/aug/23/bayern-munich-paris-saint-germain-psg-champions-league-final-match-report"">as PSG lost the final</a>, Di María lost his place in the Argentina squad and, in September, he was banned for four matches for spitting.","Paul Doyle","TD","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"39","42","3","Paulo Dybala","Forward","CENTRE","Juventus","Italy","27","Argentina","Argentinian, Serie A, Forwards","","","https://media.guim.co.uk/7c89c6ff4490a1e6a04ae1f8b3d7c5f6918a98e5/1605_0_1358_1358","cropRatio=1358,1358&size=140,500,1000,1358","https://media.guim.co.uk/7923702b36d0fdd6ba9ef745df9cf7b29443e826/0_181_4096_2459","cropRatio=4096,2459&size=140,500,1000,2000,4096","","There might be enough material for a full book on Dybala’s 2020. He won Serie A’s Most Valuable Player award after starring through the summer to help Juventus win their ninth consecutive Scudetto. He scored a gem in a crucial game against Internazionale right before lockdown, too, and did not seem to suffer any lasting adverse effects from a six-week coronavirus infection in-between. Yet in recent months he has barely played – struggling to carve out a role under Andrea Pirlo and performing poorly when he does get on the pitch. The manager has suggested he needs to learn to train harder. ","Nicky Bandini","TD","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
