"sheets.Sheet1.Rank","sheets.Sheet1.Last.year","sheets.Sheet1.Up.or.down","sheets.Sheet1.Name","sheets.Sheet1.Position","sheets.Sheet1.Club.on.20.Dec.2015","sheets.Sheet1.League","sheets.Sheet1.Age.on.20.Dec.2015","sheets.Sheet1.Nationality","sheets.Sheet1.Birthplace","sheets.Sheet1.Filters","sheets.Sheet1.Image.found","sheets.Sheet1.Video.Path","sheets.Sheet1.Main.image.URL.500x500px","sheets.Sheet1.Main.Image.URL.landscape.900.x.506px","sheets.Sheet1.Facewall.cell.image.GRID.src","sheets.Sheet1.Facewall.cell.image.GRID.attributes","sheets.Sheet1.Facewall.main.image.GRID.src","sheets.Sheet1.Facewall.main.image.GRID.attributes","sheets.Sheet1.","sheets.Sheet1.Profile","sheets.Sheet1.Writer","sheets.Sheet1.Words","sheets.Sheet1.Copy.in","sheets.Sheet1.Desked.","sheets.Sheet1.Subbed","sheets.Sheet1.Revised"
"22","4","-18","Arjen Robben","Forward","Bayern Munich","Germany","31","Netherlands","Bedum","Other nationalities, Bundesliga, Forwards","","","","","https://media.guim.co.uk/1bb2f6e39872c90b434935bc22fd8c259d2f4c35/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/8514983397e271408207d124b94dc4405f883e68/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Arjen Robben's speed and wriggly brilliance make him impossible to contain when he is at his best and that is why he was Bayern Munich's joint-top scorer in the Bundesliga last season despite missing the final two months of the campaign through injury. His goals – and his service for the team's other main marksman, Robert Lewandowski – had helped Bayern establish their domestic untouchability by then but his absence cost the Germans heavily in the Champions League semi-finals, where they lost to Barcelona. The club signed Douglas Costa in the summer in recognition that Robben, aged nearly 32, was on the way down but the Dutchman responded superbly, making a devastating start to the new season before being struck down again by injury. He recovered in time to increase Arsenal's pain in the 5-1 Champions League victory in November.","Paul Doyle","100","SMc√","NO","TB√","NAm√"
"23","44","21","David Alaba","Defender","Bayern Munich","Germany","23","Austria","Vienna","Other nationalities, Bundesliga, Defenders","","","","","https://media.guim.co.uk/b4f5bb8eb849ee811bf9620631e21353a9ac26ae/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/a3de75cfcce75c178222009842ca9b24144af0ae/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","An extremely versatile player, David Alaba is going from strength to strength and is becoming one of Pep Guardiola’s favourite players – not bad for a 23-year-old. A full-back at Bayern Munich with the freedom to roam, he scored a wonderful goal against Arsenal in the Champions League in November, popping up in an advanced central area to power past Francis Coquelin and Santi Cazorla before beating Petr Cech with a beautifully curled shot. He plays in central midfield for Austria and was the driving force behind their impressive qualifying campaign as they <a href=""http://www.theguardian.com/football/2015/sep/08/euro-2016-roundup-austria-sweden"" >reached France with two games to spare. </a>","Marcus Christenson","100","SMc√","SMc√","NAm√","TB√"
"24","60","36","Sergio Busquets","Midfielder","Barcelona","Spain","27","Spain","Sabadell","Spanish, La Liga, Midfielders","","","","","https://media.guim.co.uk/7c712333f33ab59a2e3241f95fea0e6cbd15f257/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/a32938d4dcba6bdfbc57cd33cf9e12aeedc149ac/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","If it were up to Luis Enrique, Sergio Busquets would be even higher up this list. “He is a unique player,” the Barcelona manager said in November. “He is the most complete and, for me, best midfielder in the world without a doubt.” He has a point: perhaps it is too easily forgotten that Barça’s metronome is still only 27 and keeps quietly improving while those in front make a louder noise. Busquets is a remarkably astute footballer, keeping order as his peers improvise and enjoying a little more licence to help out with attacks these days, too. He won his second treble of the Champions League, La Liga and the Copa del Rey in 2015; it is hardly the achievement of a mere water-carrier.","Nick Ames","100","SMc√","SMc√","TB√","NAm√"
"25","27","2","Javier Mascherano","Defender","Barcelona","Spain","31","Argentina","San Lorenzo","Argentinian, La Liga, Defenders","","","","","https://media.guim.co.uk/de7869501b0db7da49c2754504efde61711d3495/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/a9721b03deb3acaedca2170b00c80d8c69b7d39a/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Javier Mascherano remains one of Barcelona’s most reliable performers. He has been a solid partner for Gerard Piqué in central defence, with his anticipation and reading of the game ensuring that his lack of height was rarely exposed, while his versatility has made him a useful option in midfield when Luis Enrique wants to close games down. Others took the plaudits, but he played a big part in Barcelona’s treble, while he also helped Argentina reach <a href=""http://www.theguardian.com/football/2015/jul/05/chile-argentina-copa-america-final-match-report"" >the final of the Copa América. </a>There is not a side in the world that would not want Mascherano. He is a ferocious competitor.","Jacob Steinberg","100","SMc√","SMc√","NAm√","TB√"
"26","54","28","Mesut Özil","Midfielder","Arsenal","England","27","Germany","Gelsenkirchen","German, Premier League, Midfielders","","","","","https://media.guim.co.uk/97c6b06250ec0c01b66882c59ccd9d62cea2d1ab/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/36fd287fc8674cee67fd6fe2c77454a3b2725a4f/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Arsenal's purring, super-deluxe accessory can polarise opinion. The critics in England and his native Germany complain he drifts out of big games; that he decorates rather than designs. But, now <a href=""http://www.theguardian.com/football/blog/2015/aug/01/mesut-ozil-arsene-wenger-arsenal"">established as Arsenal's undisputed No10</a> in a squad replete with them, he feels more involved and influential, and climbs 28 places in this year's list. Do not confuse his undemonstrative manner with a lack of passion or application. Racking up the assists so far this season, Mesut Özil is that rare player who can produce a flash of sumptuous class to remind everybody why they fell in love with the game in the first place.","David Hytner","100","SMc√","SMc√","TB√","NAm√"
"27","","New entry","Pierre-Emerick Aubameyang","Forward","Borussia Dortmund","Germany","26","Gabon","Laval, France","Other nationalities, Bundesliga, Forwards","","","","","https://media.guim.co.uk/99acd1be893cf1982f1a1ee913dd7a43a4ae75c3/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/16659f55608fa16e4ec1ef6134f05576928090ab/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","The second highest new entry on this year's list. Jürgen Klopp left Borussia Dortmund last summer but the club did its utmost to ensure it did not endure another, perhaps even more painful separation, as it secured Pierre-Emerick Aubameyang to a new contract. The Gabon international had his doubters after his first season but he won everyone over in his second, hitting 26 goals in all competitions despite Dortmund's struggles. This season he looks even better, improving his finishing and interplay while retaining all his speed and explosiveness. Two hat-tricks in a week in October, against Gabala and Augsburg, helped <a href=""http://www.theguardian.com/football/blog/2015/oct/26/pierre-emerick-aubameyang-borussia-dortmund-bundesliga"" >confirm him as one of the most dangerous strikers in European football. </a>","Paul Doyle","100","SMc√","SMc√","NAm√","TB√"
"28","74","46","Antoine Griezmann","Forward","Atlético Madrid","Spain","24","France","Macon","French, La Liga, Forwards","","","","","https://media.guim.co.uk/27b72969310b895228fbcdfa4368f6520153d7db/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/40e5116ab792a7379f66c9fa088fc5154e7288c2/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Antoine Griezmann scored twice against Levante in early January to signal his improved finishing skills, which would eventually leave him with 22 goals for the 2014-15 season in La Liga – a tally bettered only by Cristiano Ronaldo and Lionel Messi. Three consecutive braces in April showcased his full repertoire, with the goals ranging from instinctive poaches to an acrobatic scissors kick winner against Deportivo. Beyond his goals, the Frenchman is a vital creator for club and country thanks to his pace, technique and inventiveness and, indeed, in Atlético's first match of this season he delivered victory with another of his assets, a perfectly taken free-kick.","Paul Doyle","100","SMc√","NO","TB√","NAm√"
"29","18","-11","Yaya Touré","Midfielder","Manchester City","England","32","Ivory Coast","Bouake","Other nationalities, Premier League, Midfielders","","","","","https://media.guim.co.uk/7e14eb43b3fce6c3ae1ae676ea14483aca09878b/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/0f4771c1f663b4529ec7810917e8b81057bdabf4/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","It is not unfair to say that Yaya Touré, who will be 33 in May, does not quite present the threat of old but equally accurate is the fact that Manchester City badly miss him when he is not around. Touré scored 13 times last season but has struggled to get going this term. It suggests a sharp tailing-off from his almost unplayable best, yet at the same time it is hard to imagine Manuel Pellegrini’s side winning the Premier League without another prominent contribution from the Ivorian. Touré’s crowning achievement this year – and, he might say, in his entire career – came in February, when he captained his national team <a href=""http://www.theguardian.com/football/2015/feb/08/ivory-coast-ghana-africa-cup-of-nations-final-match-report"">to its first Africa Cup of Nations</a> title since 1992.","Nick Ames","100","SMc√","SMc√","TB√","NAm√"
"30","35","5","David Silva","Midfielder","Manchester City","England","29","Spain","Arguineguín","Spanish, Premier League, Midfielders","","","","","https://media.guim.co.uk/1e175db4b23f0e87330507cfd6610401c3ca2ebc/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/e1e71d8ad14372bfaea752941a41a07d2b411901/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","His Manchester City team-mates call him Merlin because of his magical touch and his ability to conjure chances from nothing. He has also begun scoring more, with his haul of 12 goals from the 2014-15 season representing the first time he has reached double figures in the Premier League. Injury has hampered him recently but when he has played he has elevated City's game to a higher plane, bringing out the the best in the gifted players around him, <a href=""http://www.theguardian.com/football/blog/2015/oct/16/sergio-aguero-david-silva-manchester-city"">especially Sergio Agüero</a> and, increasingly, Raheem Sterling. He helped Spain reached Euro 2016 and is likely to gain his 100th cap at the tournament.","Paul Doyle","100","SMc√","NO","TB√","NAm√"
"31","23","-8","Luka Modric","Midfielder","Real Madrid","Spain","30","Croatia","Zadar","Other nationalities, La Liga, Midfielders","","","","","https://media.guim.co.uk/77512e1550acb447dc8c52b867f7e849d21f430b/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/d3e4600c260acee50cd4a95ce07cae00dde0bacf/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Real Madrid are not the same side when Luka Modric is missing. They slumped when he was out in January and February, while the Croatian was absent for both legs of the Champions League semi-final defeat to Juventus. That was a huge blow, because Madrid struggle for fluency without his prompting in midfield. Modric is a delightful player, scheming and probing with his passing, winning the ball back with his appreciation of space, and Rafael Benítez needs him to stay fit. Madrid look lost without their playmaker and his injuries disrupted their flow. It cannot be a coincidence that they won nothing last season.","Jacob Steinberg","100","SMc√","SMc√","NAm√","TB√"
"32","","New entry","Douglas Costa","Forward","Bayern Munich","Germany","25","Brazil","Sapucaia do Sul","Brazilian, Bundesliga, Forwards","","","","","https://media.guim.co.uk/69cae4f22cf2eaa3a777ea500f8f0322619f4e1c/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/a950ac3ff95b2f7630d56cd4175db5af704acd70/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","The third-highest new entry on this year's list, Douglas Costa has been terrorising full-backs since joining Bayern Munich from Shakhtar Donetsk in the summer. The Brazilian was an important signing for Bayern, whose hopes of winning the Champions League last season were disrupted when Arjen Robben and Franck Ribéry suffered injuries, and his dazzling wing play has given them a new edge. Bayern are not narrow any more. Costa is comfortable on either flank, dribbling down the outside on the left <a href=""http://www.theguardian.com/football/2015/oct/28/best-goals-week-alexandre-pato-douglas-costa-marco-reus-nolito"">or cutting inside and shooting</a> with his left foot from the right, and he has combined wonderfully with Robert Lewandowski.","Jacob Steinberg","100","SMc√","SMc√","TB√","NAm√"
"33","19","-14","Karim Benzema","Forward","Real Madrid","Spain","28","France","Lyon","French, La Liga, Forwards","","","","","https://media.guim.co.uk/74fa323b8ca2bbbac44b7ad8998d9e7c40434e93/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/d3623c55b7d9821188921219da04c937ee93ec71/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","No matter what he may or may not get up to off the pitch, Karim Benzema is still one of the best strikers around. Even though this year has not been his best, and Rafael Benítez demanded he improve his finishing, Benzema has maintained a respectable strike rate and demonstrated his marksmanship with a crisp Champions League hat-trick against Malmo in December. Benzema also brings more than just goals, as his movement and snappy passing have made him a particularly useful accomplice for Cristiano Ronaldo.","Paul Doyle","100","SMc√","NO","NAm√","TB√"
"34","72","38","Gianluigi Buffon","Goalkeeper","Juventus","Italy","37","Italy","Carrara","Italian, Serie A, Goalkeepers","","","","","https://media.guim.co.uk/8d9c0eb6d0633fde2d8452a941a2611d1fc04a81/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/84a74c8d14fb29ae2546d51aa70c234c83e5e15b/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","You might expect a player to start sliding down this list as they approach their 38th birthday. Buffon has done the opposite, soaring upwards after a year in which he reminded everyone why he is nicknamed Superman. He played a major part in Juventus’s run to the Champions League final, and his one-handed stop from Dani Alves in that match finished third in the voting <a href=""http://www.uefa.com/save-of-the-season/nominees/videoid=2263260.html"">for Uefa’s save of the season</a>. Buffon’s reflexes remain razor sharp, and he transmits confidence to his defensive colleagues like few others could. Two of our judges named him as their No1 player overall.","Paolo Bandini","100","SMc√","NO","TB√","NAm√"
"35","11","-24","Toni Kroos","Midfielder","Real Madrid","Spain","25","Germany","Greifswald","German, La Liga, Midfielders","","","","","https://media.guim.co.uk/5c2b8d20232e5ea386b50d0497b723f1723a9422/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/8245800aeda216a18601b0073d7842ae04fdbd13/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","A player who had the world at his feet after winning the World Cup has stumbled this year and Toni Kroos could be forgiven for wondering if leaving Bayern Munich for Real Madrid was the right decision. The German has dropped 24 places in our rankings and he has not looked comfortable at the Bernabéu recently. He should be taking games by the scruff of the neck, but he is drifting aimlessly at the moment. He has only scored one goal for Madrid in 2015 and his performance in the 4-0 defeat to Barcelona last month was deeply worrying.","Jacob Steinberg","100","SMc√","SMc√","NAm√","TB√"
"36","17","-19","Thibaut Courtois","Goalkeeper","Chelsea","England","23","Belgium","Bree","Other nationalities, Premier League, Goalkeepers","","","","","https://media.guim.co.uk/ab954e5bfee1c8dc3f55156a70e181933a5331b8/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/44bbfb7b6bf787d1e081f89deda9f598244e24c0/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","A Premier League winner in his first season in the Chelsea side, after three years establishing his reputation on loan at Atlético Madrid, and decisive with his contribution throughout the glittering 2014-15 campaign. Yet Thibaut Courtois was sent off on the opening day this time round and, once restored after suspension, damaged the meniscus in his knee to leave him on the outside looking in for three months. That would explain the dip in his standing and, while Asmir Begovic is a capable understudy, the ailing champions clearly missed a player José Mourinho considers “the best goalkeeper in the world”.","Dominic Fifield","100","SMc√","NO","TB√","NAm√"
"37","32","-5","Sergio Ramos","Defender","Real Madrid","Spain","29","Spain","Camas, Seville","Spanish, La Liga, Defenders","","","","","https://media.guim.co.uk/0936df86af3de8065cebb0c29dfb603d0412c27a/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/a95f93c79fc122c8cb72f0335c21e9c8960f3664/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Manchester United understandably did their utmost to lure this outstanding all-round defender away from Real Madrid in the summer but Sergio Ramos played the clubs <a href=""http://www.theguardian.com/football/blog/2015/may/01/sergio-ramos-real-madrid-charismatic"" >as expertly as he plays opponents </a>and ended up signing a lucrative new contract as well as gaining the Real Madrid captaincy. At 29, and despite fitness problems and a public clash with Real manager Rafael Benítez in October, he remains a wonderful asset for club and country thanks to his leadership, power and intelligence as well as his refined skills, versatility and even his goal threat – as exemplified by his sensational bicycle kick goal against Sevilla in November.  ","Paul Doyle","100","SMc√","NO","NAm√","TB√"
"38","","New entry","Harry Kane","Forward","Tottenham Hotspur","England","22","England","Chingford","English, Premier League, Forwards","","","","","https://media.guim.co.uk/ddcaa23b61591984d8338de2265bba435b3dbf2e/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/ea5b3e394b886a3ecdd6f6f54ec97919d029e74d/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","It was tempting last season to wonder who wrote Harry Kane's scripts. Having burst onto the Premier League scene in Roy of the Rovers style, he marked his debut for England in March by scoring with his third touch against Lithuania. Kane has continued this season <a href=""http://www.theguardian.com/football/2015/aug/07/harry-kane-tottenham-interview"">where he left off the last</a>, running tirelessly for Tottenham Hotspur and setting the tone for Mauricio Pochettino's pressing style while scoring goals at a healthy rate. Kane has borne the pressure of being the only recognised striker currently at the club, and his strength, burst of pace and directness mark him out. This year's fourth highest new entry is the only Englishman in the top 50.","David Hytner","100","SMc√","SMc√","TB√","NAm√"
"39","14","-25","Ángel di María","Forward","PSG","France","27","Argentina","Rosario, Argentina","Argentinian, Other leagues, Forwards","","","","","https://media.guim.co.uk/fec5b496146d332b505a53b4ddf1ad1ab882803c/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/b7cce973029eaf07c2f737ebe34cc9723d3c2235/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","This year has been a bit of a rollercoaster for Ángel di María, who drops 25 places in the Top 100. It started badly with <a href=""http://www.theguardian.com/football/blog/2015/aug/06/angel-di-maria-manchester-united-paris-st-germain"">six difficult months at Manchester United</a>, with problems on and off the pitch. The Argentinian, still only 27, was not happy at Old Trafford and PSG came to his rescue. The French champions bought him for €63m just a year after missing out on him, and the move revived Di María’s year. He had an immediate impact on Paris with goal, assists, pace, energy and talent as the right side of the front three he forms with Zlatan Ibrahimovic and Edinson Cavani.","Julien Laurens","100","SMc√","SMc√","NAm√","TB√"
"40","34","-6","Diego Godín","Defender","Atlético Madrid","Spain","29","Uruguay","Rosario, Uruguay","Other nationalities, La Liga, Defenders","","","","","https://media.guim.co.uk/2dcd53ae1cd34f267a4a3b62ca475ec5f4b43719/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/052eb6f0f5fbaa021d0065e093425f7705507751/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","No one really talks about Diego Godín outside Spain and not even that many talk about him inside Spain, but they should. This summer, Atlético Madrid signed eight players and sold eight players, in transfers worth over €200m, but it was the deal that they did not do that might have been the most important. Clubs wanted Godín, but Atlético were not selling. Instead, they renewed his contract, <a href=""http://www.theguardian.com/football/blog/2015/dec/07/atletico-madrid-la-liga-sid-lowe"">so keen were they to keep him</a>. “We made an effort with Godín,” Simeone said. “His work and the way that he approaches the game mentally put him in a very special place.”","Sid Lowe","100","SMc√","SMc√","TB√","NAm√"
"41","31","-10","Thiago Silva","Defender","PSG","France","31","Brazil","Rio de Janeiro","Brazilian, Other leagues, Defenders","","","","","https://media.guim.co.uk/14ea109dca22a582466eed7eb227d7de1e747079/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/6f1e9eb340feb7acd59f25879c0daaba2eafe9d8/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","For Thiago Silva, it is all about continuing his recovery from the 2014 World Cup. The whole competition was a traumatic experience for him but he has responded very well. This year has probably been the best of his career. “O Monstro"" turned 31 in September and he was back to his best, defensively, and thrived as PSG’s leader on and off the pitch. He scored a crucial goal against Chelsea in the Champions League last 16, second leg at Stamford Bridge that clinched his side's place in the quarter-finals on away goals. Dunga, Brazil’s head coach, is still not calling him up though.","Julien Laurens","100","SMc√","SMc√","NAm√","TB√"
"42","29","-13","Andrea Pirlo","Midfielder","New York City FC","USA","36","Italy","Flero","Italian, Other leagues, Midfielders","","","","","https://media.guim.co.uk/8ce62c98a4a059b9c2eccc226c869aa8090a3333/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/2cc3df852229fbadce726e0632727a99c24d529f/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Thirty-six years old, and still holding strong inside the top 50 on our list. But while Andrea Pirlo has slipped 13 places, his inclusion here is not a romantic one. With Pirlo nestled at the base of their midfield, Juventus collected a domestic double, winning Serie A by 17 points – as well as reaching the Champions League final – and he perfectly complemented the more athletic players around him with a frightening range of passing. Without the same protection at New York City FC, his defensive frailties have been exposed but he remains one of the greats.","Michael Butler","100","SMc√","SMc√","TB√","NAm√"
"43","64","21","Marco Verratti","Midfielder","PSG","France","23","Italy","Pescara","Italian, Other leagues, Midfielders","","","","","https://media.guim.co.uk/32a942dbf2e8ba5a83fe8b7170bfcaff9cde579e/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/15a337f3f7cda40e9d925741947c36a6f18339cd/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","“There are few players as good as him, he plays at an extraordinary level” – that was the verdict delivered in November by none other than the former Barcelona maestro, Xavi, who said that Marco Verratti “plays the way that I tried to play”. There are very few midfielders who possess the dynamism and range of passing of Verratti, who exerts an influence on matches out of all proportion to his small size. He was instrumental in PSG's conquest of Ligue 1 and both domestic French cups, along with their progress to the last eight of the Champions League. And he has even responded favourably to Laurent Blanc's demand for better discipline, appearing far less frequently in referees' notebooks.","Paul Doyle","100","SMc√","NO","NAm√","TB√"
"44","93","49","Gerard Piqué","Defender","Barcelona","Spain","28","Spain","Barcelona","Spanish, La Liga, Defenders","","","","","https://media.guim.co.uk/8ea769f0df254e1e5dfbbb2bb72f5c247e8d4ecb/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/d28982f617562419944bc2cd5a8eacfbdaa2d919/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Gerard Piqué seems to have pulled himself together in 2015. His drop in form last year was widely noted but, while Barcelona’s front three have deservedly taken most of the plaudits for their remarkable form, their defence has only conceded 24 times in its last 47 league games and the 28-year-old has been showing the kind of leadership that should be expected at this stage of his career. His receipt of the Catalan Player of the Year award suggests his efforts are appreciated locally, although not everybody agrees – he has been booed by Spain supporters in recent months, seemingly due to his support for a referendum on Catalan independence and <a href=""http://www.theguardian.com/football/2015/sep/10/badly-for-real-madrid-gerard-pique-barcelona"">occasional swipes at Real Madrid</a>. Climbs 49 places in this year's list.","Nick Ames","100","SMc√","SMc√","TB√","NAm√"
"45","57","12","Jérôme Boateng","Defender","Bayern Munich","Germany","27","Germany","Berlin","German, Bundesliga, Defenders","","","","","https://media.guim.co.uk/9c5df78748bf1137e5ae1a6a1df5b6ba7ce38ca1/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/7655aba6f5a304a42aaab6da290175c3151c898f/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","The Bayern Munich centre-back used to suffer from temporary lapses of concentration; he lost his 2013 Champions League medal at Wembley, too. In the last couple of years, however, the Berlin-born World Cup winner with Germany in Brazil has evolved into <a href=""http://www.theguardian.com/football/2015/oct/17/jerome-boateng-bayern-munich-arsenal-mesut-ozil-champions-league"" >one of the most dependable defenders on the planet</a>. Jérôme Boateng’s athleticism, pace and enormous, Beckenbauer-grade passing range (“he plays like the Kaiser,” Thomas Müller said of his team-mate) set him apart from his peers, the slight misfortune of having his legs twisted by Barcelona’s Lionel Messi in the 2015 Champions League semi-final notwithstanding.","Raphael Honigstein","100","SMc√","SMc√","NAm√","TB√"
"46","","New entry","Philippe Coutinho","Midfielder","Liverpool","England","23","Brazil","Rio de Janeiro","Brazilian, Premier League, Midfielders","","","","","https://media.guim.co.uk/1f565221ca1edf2323429bd46e9d8c59d671748f/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/237f25b282ef4bf1e8dfb66559adcfd41a9aa1b1/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Being left out of Brazil's World Cup squad in 2014 seems to have spurred Philippe Coutinho on to a higher level. He has since proved himself as <a href=""http://www.theguardian.com/football/blog/2015/mar/02/philippe-coutinho-liverpool-progress-manchester-city"">one of the biggest creative talents in the Premier League</a> and a schemer his national side badly need. His excellent form was the one constant throughout a patchy year for Liverpool and that was recognised in his nomination for PFA player of the year. Several of his goals could feature in a highlights reel of spectacular strikes from 2015 and, after being the brightest player towards the end of Brendan Rodgers' reign at Anfield, he has continued to flourish under Jürgen Klopp. Fifth highest new entry in this year's Top 100.","Paul Doyle","100","SMc√","SMc√","TB√","NAm√"
"47","","New entry","Álvaro Morata","Forward","Juventus","Italy","23","Spain","Madrid","Spanish, Serie A, Forwards","","","","","https://media.guim.co.uk/6011596c1349eb46612c8493d6307823792c331c/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/c1d9a7849735effa2179c9da48ee89bfba6a72f8/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Last season was a breakthrough one for Álvaro Morata, who had become a useful squad player at Real Madrid without really looking like becoming a regular. His move to Juventus was the right one and this sharp all-rounder of a striker has thrived, scoring 15 goals and briefly giving his team hope in the Champions League final when he equalised against Barcelona. There was also a first goal for Spain – the winner in a Euro 2016 qualifier against Ukraine in March. Things have not come as easily this season; a calf injury hampered him early on and Juventus, runaway winners of Serie A last term, have started slowly. By early December Morata had not scored in 12 games, but he is not the type to hide. Sixth highest new entry this year.","Nick Ames","100","SMc√","SMc√","TB√","NAm√"
"48","68","20","Gonzalo Higuaín","Forward","Napoli","Italy","28","Argentina","Brest, France","Argentinian, Serie A, Forwards","","","","","https://media.guim.co.uk/03ecabf81e4fc85bcc0a653fdc5c13d6538b2b72/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/932dbb77fb4debc6099a728fb0756eff3a37fb71/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","A lesser character than Gonzalo Higuaín would have been crushed by the events of this summer. First the striker <a href=""http://www.theguardian.com/football/2015/may/31/rafael-benitez-napoli-lazio-champions-league"">missed a crucial penalty</a> against Lazio that would have put Napoli on course for a Champions League berth. Then he did it again in the final of the Copa América, <a href=""http://www.theguardian.com/football/2015/jul/05/chile-argentina-copa-america-final-match-report"">blazing over in Argentina’s shoot-out defeat</a> to Chile. But instead of throwing in the towel, Higuaín resolved to get better – working with Leo Messi’s dietician to shed four kilograms over the summer and arrive for this season in the best shape of his life. He has been nigh on unstoppable since.","Paolo Bandini","100","SMc√","NO","TB√","NAm√"
"49","21","-28","Xabi Alonso","Midfielder","Bayern Munich","Germany","34","Spain","Tolosa","Spanish, Bundesliga, Midfielders","","","","","https://media.guim.co.uk/aad04edd65c688f6ddc36ec4b87d799b04e5e9e1/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/406cb42e949dd0c21001c9dd37f0cfd47e969fb6/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Whether it is starting a quick transition or dropping into central defence, it is Xabi Alonso's tactical intelligence that Pep Guardiola values almost as much as his technical ability. That Alonso fell 28 places <a href=""http://www.theguardian.com/football/ng-interactive/2014/dec/21/the-top-100-footballers-2014-interactive"" >from his position in last year's list</a> says more about his stellar 2014 than shortcomings this year but an ageing body and the arrival of Arturo Vidal has reduced Bayern's reliance on the 34-year-old. That said, he remains an essential cog in the best-oiled machine in world football. ""It was clear Alonso was royalty after our first training session together,” Steven Gerrard wrote in his autobiography earlier this year. “He was, by some distance, the best central midfielder I ever played alongside.”","Michael Butler","100","SMc√","SMc√","NAm√","TB√"
